漢字	同音同調	同音異調	近音同調	近音異調	同部首同筆畫數
嘹	遼寮僚繚燎聊潦寥撩療	廖燎了暸撩料瞭	劉留泵琉遛瀏流榴硫瘤牛	尿柳扭溜霤妞鉚餾拗鈕陸鳥六紐忸嬝裊	嘩噎嘯嘮嘻嘿嘲噴嘰噗嘶嘴噓
嘲	潮釗召巢著朝昭招晁	棹罩肇勦沼炤爪詔超抄晁召著趙照兆鈔剿吵找炒櫂	鄹嘈遭周綢鯈惆粥酬愁週曹儔鄒糟陬稠仇舟疇躊籌槽裯啁漕洲州	皂胄帚軸澡妯溴驟縐蚤造棗操宙抽輳灶肘鑿燥噪藻丑糙奏冑醜紂揍晝草湊譟走咒臭早皺籀躁	嘩噎嘯嘮嘻嘹嘿噴嘰噗嘶嘴噓
嘿	黑	黑	菲霏啡非妃飛扉	費菲痱斐屝肥翡沸腓誹吠怫廢肺芾匪	嘩噎嘯嘮嘻嘹嘲噴嘰噗嘶嘴噓
嘴		堆罪最蕞醉		墜綴追隹贅椎惴錐	嘩噎嘯嘮嘻嘹嘿嘲噴嘰噗嘶噓
嘩	劃豁滑花譁樺劃猾華	畫劃化豁花滑話譁樺劃猾華			噎嘯嘮嘻嘹嘿嘲噴嘰噗嘶嘴噓
噓	胥墟屍施溼吁戌獅師濕須虱詩訏鬚屍失需蝨虛	豕拭恃軾是蓄匙許氏使拾視煦豉續仕噬恤洫蝕誓筮提室嗜頊逝什屎舐敘式絮適飾柿奭士徐碩螫十弒勗市試咻示序始塒畜石婿酗實食勢時卹侍世史識緒矢射事駛釋栩旭	司廝鷥私疽蛆撕車俱駒拘狙絲斯思沮鋸嘶居	賜颶肆桔巨劇倨巳嗣距屨俱耜死齟四祀莒舉懼瞿橘跼局俟沮拒炬苣泗具飼鉅遽伺似聚掬侷據思咀兕食踞寺駟菊句姒足鋸鞠矩	嘩噎嘯嘮嘻嘹嘿嘲噴嘰噗嘶嘴
噎	耶	也曄琊冶鄴葉謁業拽椰頁野靨射夜咽爺耶			嘩嘯嘮嘻嘹嘿嘲噴嘰噗嘶嘴噓
噗	僕撲撲鋪	普埔葡鋪濮樸浦釙蹼樸誧莆暴溥譜瀑脯蒲圃菩璞曝僕匍			嘩噎嘯嘮嘻嘹嘿嘲噴嘰嘶嘴噓
噴		盆	烹抨砰滂乓磅澎	彭棚蓬鵬徬硼碰澎旁捧胖朋膀篷膨螃龐	嘩噎嘯嘮嘻嘹嘿嘲嘰噗嘶嘴噓
嘶	撕司廝絲斯鷥私思	賜祀泗肆兕食飼巳嗣伺耜似寺駟姒俟思死四	獅師濕虱詩屍失屍蝨施溼噓	拭豕恃軾是匙氏拾使視豉仕噬蝕誓筮室提嗜什逝屎舐式適柿飾奭士碩螫十弒市示試始塒石食實時勢侍世史識矢射事駛釋	嘩噎嘯嘮嘻嘹嘿嘲噴嘰噗嘴噓
嘯	效笑校肖傚酵孝	梟逍囂哮消篠曉削硝銷小霄驍簫嘐瀟蕭宵學	教溴袖救窖就廄岫柩醮究較舊秀臼舅咎鏽轎疚校宿叫嗅臭覺繡	啾朽修皎嬌揪鳩灸羞蕉九澆餃跤狡鮫脩膠攪韭宿赳蛟久教姣驕玖糾僥焦詨角椒交咻礁較勦酒郊腳繳鉸絞剿矯休嚼	嘩噎嘮嘻嘹嘿嘲噴嘰噗嘶嘴噓
嘰	畸姬畿其璣羈肌犄飢癘雞磯乩幾唧積箕幾奇譏激績期屐機嵇跡勣稽蹟基躋居饑	洎棘疾暨忌祭集脊己騎藉芰劑幾記楫瘠覬紀計級極妓冀戢擊寄輯寂給薊及嫉際幾唧麂繼擠急伋薺吉季圾即稷髻霽技汲吃亟既悸躋籍繫岌濟鯽戟驥	攜曦淅熹悉烯禧嬉犀萋膝行蜥淒稀希妻吸欺溪畦晰兮析熙柒釐棲譆谿漆犧慼蟋唏羲嘻悽晞西奚戚蹊七僖	歧琪齊蓆琦耆棋騎妻惜璽祺洗豈綺細磧棄祁乞係啟祇期器媳祈訖枝迄息起夕錫錡歙褶昔氣其淇旗愒系汐麒翕戲隙習臍徙畦鰭崎鰓圻杞汽奇岐衹矽企喜稽亟潟泣契繫憩席熄砌緝襲檄	嘩噎嘯嘮嘻嘹嘿嘲噴噗嘶嘴噓
墀	持弛馳池踟匙遲栘	赤熾翅褫啻尺恥蚩癡呎侈癡叱敕吃齒斥嗤魑飭笞喫	辭疵祠雌茨瓷詞慈磁	賜疵此伺次雌廁刺差	墮墜墟增墩墦墳
墟	須胥訏鬚需虛吁戌噓	敘恤畜絮洫蓄婿酗卹許緒頊徐煦勗咻栩續旭序	車駒俱狙拘疽鋸沮居蛆	苣炬颶具桔巨鉅倨劇遽屨距俱侷掬聚據齟咀莒舉懼踞瞿橘跼局句菊鋸沮足鞠拒矩	墮墜增墩墦墳墀
增	憎曾繒	贈	睜征錚正診貞真箏猙斟崢珍砧怔偵榛掙禎癥針楨爭臻蒸徵丁甄諍箴	政陣掙拯證証鴆診正枕縝怎朕賑疹整震娠鄭症鎮振幀	墮墜墟墩墦墳墀
墳	汾焚	棻氛吩紛分忿憤芬份糞奮粉	吭妨恆航痕肪逢馮行縫杭桁防坊房衡橫	瘋峰倣豐諷舫仿很豐鳳紡行沆楓鋒烽訪芳坊風亨俸橫哼放恨奉狠方縫蜂枋彷封	墮墜墟增墩墦墀
墜	綴贅惴	追隹椎錐	罪最蕞醉	堆嘴	墮墟增墩墦墳墀
墮	咄麾恢剁踱詼暉馱灰揮度跺惰輝舵徽	諱茴蟲晦奪躲蕙朵燴燬彙彗虺賄悔鐸回迴卉誨潰惠毀喙慧繪穢會多蛔匯	唾柝拓	陀跎沱妥託馱脫橢鴕佗拖駝托	墜墟增墩墦墳墀
墩	蹲敦惇	鈍燉囤躉噸頓盾沌遁盹	冬通吞鼕恫東咚	銅桐僮棟慟豚洞潼屯筒臀動懂統飩瞳同囤褪峒董桶彤痛恫胴凍童	墮墜墟增墦墳墀
墦	藩蕃樊凡煩礬釩繁帆	氾繙犯範泛梵番販反汎蕃飯翻范返幡帆	涵函含韓榦汗寒	憾悍旱頜和漢汗頷銲翰撼蚶罕捍鼾瀚喊酣焊	墮墜墟增墩墳墀
奭	拭恃式軾適是飾柿氏士使視螫弒市示試豉仕噬誓筮室勢侍世嗜識逝事釋舐	豕屍匙溼獅虱使拾詩碩失十蝨噓始塒石蝕實食施時提史師濕屍矢什屎射駛	賜祀泗肆兕食飼巳伺嗣似耜寺駟姒俟四	撕司廝絲斯鷥私思嘶死	
嬉	攜曦淅悉熹烯禧犀膝行蜥稀希吸溪畦晰兮析熙釐棲譆谿犧蟋唏晞嘻羲西奚蹊僖	系汐蓆翕戲隙惜習璽徙洗細鰓係媳矽喜息潟夕繫席錫熄歙襲昔檄褶	畸姬畿其璣羈肌犄飢癘雞磯乩幾積唧箕幾奇譏激績期屐機嵇跡勣稽蹟基躋嘰居饑	洎棘疾暨忌祭集脊己騎藉芰劑幾記楫瘠覬紀計級極妓冀戢擊寄輯寂給薊及嫉際幾唧麂繼擠急伋薺吉季圾即稷髻霽技汲吃亟既悸躋籍繫岌濟鯽戟驥	嫻嬋嫵嬈嬌
嫻	嫌舷銜閒閑絃啣鹹涎賢鹹弦	僩纖峴餡顯限莧銑暹秈癬現險霰腺祆姍羨鮮憲仙獻蜆陷掀縣先線蘚		件劍見縑韉毽漸囝簡筧減肩建鹼瞼堅餞鑑鑒澗賤撿揀儉煎箋檻健僭兼艦姦殲奸諫艱柬檢濺踐監箭間閒尖湔薦腱剪鍵繭菅緘薦	嬋嫵嬉嬈嬌
嬋	饞讒禪澶蟬潺孱蟾毚單巉纏	懺剷摻諂攙儳鏟闡產羼	殘慚蠶	孱慘餐璨燦參	嫻嫵嬉嬈嬌
嫵	武憮舞鵡五捂伍侮午	汙晤騖巫吾塢悟亡誤誣務無吳烏毋寤戊惡嗚鼯於唔物勿霧屋兀圬鎢軏污梧蕪蜈堊	雨語與齬宇庾敔噢圉禹予嶼羽圄	瘉澦域妤娛瘀馭獄逾峪昱燠褕蝓竽雩渝覦預漁迂語於與紆煜慾芋育餘余俞歟堉鬱豫毓虞裕盂禦隅籲嫗榆喻愚魚玉欲譽禺熨輿癒寓愈愉諭御谷郁淤腴臾遇諛圩聿尉瑜予萸浴於	嫻嬋嬉嬈嬌
嬌	教礁澆跤姣驕郊鮫焦膠詨交椒蛟蕉	教較餃勦姣轎皎狡窖腳繳僥鉸攪角校絞叫矯剿覺醮嚼	蚯梟囂啾蹺修哮消削糾邱龜霄驍揪簫鳩嘐咻羞丘秋逍敲撬硝銷橇脩鍬瀟蕭鞦休鰍宵	毬溴朽袖巧雀蹺廄鵲肖灸竅囚峭九究舊俏秀撬舅球篠誚疚仇瞧韭赳宿傚嗅久橋樵鞘憔救酵悄裘糾玖就效笑愀泅殼求喬孝岫梂柩嘯臼咎鏽酒曉譙小酋校僑臭繡學翹	嫻嬋嫵嬉嬈
嬈	蟯饒橈	繞擾	柔蹂揉鞣	肉	嫻嬋嫵嬉嬌
寮	遼嘹僚繚燎聊潦寥撩療	廖燎了暸撩料瞭	劉留泵琉遛瀏流榴硫瘤牛	尿柳扭溜霤妞鉚餾拗鈕陸鳥六紐忸嬝裊	寬審寫
寬	髖	梡款	棺關官鰥觀莞倌矜冠綸	貫館盥慣琯觀莞管罐冠鸛灌	寮審寫
審	哂嬸瀋沈	砷信滲甚申莘腎伸呻娠深身蜃沁脤參紳慎神	嗓賞晌上省	桑澠僧殤升勝湯傷笙甥聖盛陞喪生乘裳賸尚昇剩觴上繩牲森商聲	寬寮寫
寫	血	攜蟹協斜邪駭挾懈燮諧蠍楔鞋洩頡紲脅邂榭歇屜解洩屑些卸械瀉謝褻契偕擷勰	姊解姐	捷芥階拮皆桔截街詰節傑桀揭疥藉誡孑頡接碣劫櫛解嗟羯訐竭戒睫界偕擷結潔借傑介屆	寬寮審
層	曾		晨諶塵涔誠城程承辰盛沉沈呈岑乘澄丞懲橙宸陳娠成忱臣	稱襯趁秤讖櫬瞠疢琛逞撐瞋騁參	履
履	褸鋁膂婁旅侶屢呂縷	氯櫚閭綠濾驢律慮率	弩努滷女魯擄鹵櫓虜	臚鑪鱸戮麓顱爐奴嚕怒鷺錄穋祿賂路蘆盧露鹿僇碌氯駑陸廬忸瀘	層
嶝	瞪凳磴蹬鄧	燈登等		滕籐籐謄疼騰	嶔
嶔	侵親欽	擒禽噙沁撳琴勤秦寢芹	青鎗涇槍粳精羌筋傾漿韁巾莖津疆斤嗆經氫頃搶清今驚江睛矜腔薑鏘蜻更襟觔兢鯖晶旌僵京金鯨卿禁荊菁輕浸姜將	竟牆頸靖彊燼降情靜傾縉謹磬進獎醬慶競噤親儘匠覲講嗆璟槳頃近搶錦逕境景罄擎勁警薔徑瑾繈檠絳晴檣井盡饉晉痙緊淨僅禁鏡浸憬蔣戕敬阱將請強	嶝
幢	撞床	愴創瘡闖搶窗囪	淳鶉醇純唇脣存	忖皴寸吋蠢村春	幟幡
幟	雉秩蛭稚窒志痣智緻滯致置痔至摯峙製輊躓治知識制質炙誌	姪止植織梔咫泜氏芷脂胝值汁址吱肢執摭祇祉躑枝蜘直支擲知徵隻質紙趾只之指祗職芝旨卮殖	字恣漬孳自	仔訾紫滓籽淄錙緇貲梓咨茲子姿孳資孜輜滋諮齜玆髭吱	幢幡
幡	番蕃繙翻帆	氾犯範泛梵礬販反藩汎蕃樊墦凡飯煩范釩繁返帆	蚶和鼾酣	憾悍旱頜含函韓漢榦汗頷涵銲翰撼罕捍瀚喊寒焊	幟幢
廢	費痱屝芾肺沸怫吠	菲斐肥翡非腓妃飛扉誹啡霏匪		嘿黑	廣廠廝廟廚
廚	雛儲鋤除櫥躇跦芻	矗齣出畜黜儲絀杵礎楮怵褚處歜楚觸初		粗鏃趨錯促卒槭蹴蹙簇醋趣	廢廣廠廝廟
廟	妙繆	緲描渺瞄杪苗邈秒杳藐眇	謬		廢廣廠廝廚
廝	撕司絲斯鷥私思嘶	賜祀泗肆兕食飼巳嗣伺耜似寺駟姒俟思死四	獅師濕虱詩屍失屍蝨施溼噓	拭豕恃軾是匙氏拾使視豉仕噬蝕誓筮室提嗜什逝屎舐式適柿飾奭士碩螫十弒市示試始塒石食實時勢侍世史識矢射事駛釋	廢廣廠廟廚
廣	獷	逛胱洸光	輥鯀捆綑滾梱袞	壙礦曠誑琨焜錕狂昆眶匡劻睏況髡筐框棍困坤崑	廢廠廝廟廚
廠	場敞氅	常場暢長裳倀腸昌倡猖鯧萇償唱娼嚐嫦悵嘗徜		晨諶塵趁涔藏櫬疢瞋辰參沉沈稱襯岑倉讖艙宸陳娠滄忱琛臣蒼傖	廢廣廝廟廚
彈	曇覃誕淡蛋潭痰石罈憚但啖啗譚氮旦談擔檀澹壇	毯簞炭丹袒撢歎膽碳嘆疸貪坍耽擔探灘攤單坦癱	炭探歎碳嘆	覃毯袒丹潭痰罈憚疸坍擔探單澹簞曇誕蛋淡石撢但啖膽啗貪譚氮旦談耽攤灘檀坦癱壇	
影	景郢穎	纓瑩罌櫻鶯映贏鸚盈應縈英鷹硬蠅螢迎營膺熒嬰瑛嬴嚶瓔楹塋瀛	癮聽飲縯尹隱蚓引	夤胤銀鄞印飲因齦茵淫簷音寅垠湮姻陰吟慇氤蔭殷隱霪	
德	得	得的		慝特	徵
徵	睜征錚止正箏猙咫崢芷怔址掙祇癥祉爭蒸紙只趾指丁旨諍	雉拯幟証秩正蛭志氏鄭脂值幀政肢執祇峙枝治支制質之祗誌芝姪稚窒植織梔泜痣智緻胝滯汁吱致掙置證摭痔摯至製輊躑躓蜘整直擲識知隻炙只症職卮殖	訾紫診籽貞真斟繒梓珍砧憎子榛偵曾仔禎增滓楨針臻甄箴	診淄漬錙縝怎贈賑疹咨茲震字子姿資孜諮振齜玆吱陣恣鴆枕緇貲朕娠孳鎮輜滋髭自	德
慶	磬罄親	青卿擎情蜻傾輕鯖氫晴檠頃請清	竟靖燼勁靜徑縉沁進盡晉痙競淨噤僅禁儘鏡覲浸敬撳近逕境	涇頸粳精秦筋謹噙琴巾芹莖津親儘覲斤經璟錦今驚景睛矜警更擒襟觔禽兢侵瑾晶旌欽京井饉金鯨勤緊僅禁寢荊菁浸嶔憬阱	慰慕憚憔慝憐慾慼憮憬憎憫慧憧慫憤慮憂
慧	諱惠晦喙蕙燴繪穢彙彗賄會卉匯誨潰	麾恢詼蟲茴暉毀墮灰揮燬賄虺輝悔回會徽迴蛔誨			慰慕慶憚憔慝憐慾慼憮憬憎憫憧慫憤慮憂
慮	氯綠濾律率	鋁櫚呂縷膂褸旅婁閭侶屢驢履	路露鹿麓戮僇碌氯怒鷺陸錄穋忸祿賂	努弩蘆滷盧魯鹵擄臚鑪櫓鱸顱爐女奴嚕駑廬虜瀘	慰慕慶憚憔慝憐慾慼憮憬憎憫慧憧慫憤憂
慝	特			得德的	慰慕慶憚憔憐慾慼憮憬憎憫慧憧慫憤慮憂
慕	穆募牧木沐幕睦目苜墓暮	母模牡畝拇姆姥			慰慶憚憔慝憐慾慼憮憬憎憫慧憧慫憤慮憂
憂	幽攸悠優	游黝由牖郵友疣莠又尤幼猶猷遊鼬誘宥油右柚祐鈾有侑酉囿佑魷釉	邀要麼喲夭妖吆腰	要淆耀夭崤咬杳謠瑤僥窈鑰堯搖洮鷂舀榣樂餚姚遙餚窯藥拗曜爻	慰慕慶憚憔慝憐慾慼憮憬憎憫慧憧慫憤慮
慼	悽淒柒妻欺戚棲溪萋七谿漆	歧琪齊琦耆棋騎妻祺豈綺棄磧祁乞啟祇期器祈訖枝迄起錡氣其淇愒旗麒臍畦鰭崎圻杞汽奇岐衹企稽亟泣契憩砌緝	畸姬畿其璣羈肌犄飢癘雞磯乩幾積唧箕幾奇譏激績期屐機嵇跡勣稽蹟基躋嘰居饑	洎棘疾暨忌祭集脊己騎藉芰劑幾記楫瘠覬紀計級極妓冀戢擊寄輯寂給薊及嫉際幾唧麂繼擠急伋薺吉季圾即稷髻霽技汲吃亟既悸躋籍繫岌濟鯽戟驥	慰慕慶憚憔慝憐慾憮憬憎憫慧憧慫憤慮憂
慰	位魏胃衛蔚謂未褽遺尉喂渭畏為味穌餵偽	尾娓維痿緯萎威韋唯惟濰圍桅為崴煨薇逶幃葦危偉洧帷鮪微巍偎闈猥諉違委			慕慶憚憔慝憐慾慼憮憬憎憫慧憧慫憤慮憂
慫	悚聳	嵩誦松宋訟頌送鬆崧淞忪	吮損榫筍盾	飧舜蓀瞬潠孫順	慰慕慶憚憔慝憐慾慼憮憬憎憫慧憧憤慮憂
慾	裕瘉澦禦域籲嫗馭喻獄玉欲譽禺熨峪昱燠癒寓愈諭御谷郁預語遇與煜芋育聿尉俞堉鬱豫浴毓	妤娛瘀宇逾褕竽蝓雨雩渝覦迂漁於語紆與噢齬餘余俞歟羽虞盂隅榆敔愚魚圉禺禹嶼輿愉圄淤腴臾諛庾圩瑜予萸於	戊晤惡寤騖物勿悟塢霧兀誤務鎢軏堊	武汙鵡巫侮吾亡誣無吳午五烏毋伍惡嗚鼯嫵於唔憮屋舞圬鎢捂污梧蕪蜈	慰慕慶憚憔慝憐慼憮憬憎憫慧憧慫憤慮憂
憧	衝沖充舂	衝寵崇蟲蟲重	蔥皴匆樅村囪從春聰	鶉吋忖淳寸醇蠢唇純淙脣從存叢	慰慕慶憚憔慝憐慾慼憮憬憎憫慧慫憤慮憂
憐	簾聯蓮簾鰱濂奩連漣鐮廉	鍊戀殮瀲斂練煉鏈楝臉	黏年	念輦碾唸拈廿攆輾撚捻涊	慰慕慶憚憔慝慾慼憮憬憎憫慧憧慫憤慮憂
憫	閩澠敏抿愍泯皿閔湣	岷玟民		瞑名螟酩明命茗冥鳴銘暝	慰慕慶憚憔慝憐慾慼憮憬憎慧憧慫憤慮憂
憎	增曾繒	贈	睜征錚正診貞真箏猙斟崢珍砧怔偵榛掙禎癥針楨爭臻蒸徵丁甄諍箴	政陣掙拯證証鴆診正枕縝怎朕賑疹整震娠鄭症鎮振幀	慰慕慶憚憔慝憐慾慼憮憬憫慧憧慫憤慮憂
憬	頸景井阱璟警	竟驚涇靖粳睛精勁靜更徑兢晶旌京莖痙鯨競淨荊鏡菁敬經逕境	醒饉緊僅寢儘覲謹瑾省頃請錦	青邢信心燼馨芯秦筋情傾刑縉磬噙沁進陘琴訢芹巾興慶新幸親噤津儘莘形覲倖惺斤星撳氫頃近硎昕今清欣鋅罄矜擎勁蜻襟擒行禽觔鯖侵檠型晴欽性盡金晉勤卿禁僅輕薪嶔杏浸辛尋釁悻姓腥猩	慰慕慶憚憔慝憐慾慼憮憎憫慧憧慫憤慮憂
憚	誕氮蛋淡石旦擔彈但澹啖啗	簞丹擔耽撢單膽疸	炭探歎碳嘆	毯覃曇袒痰潭罈彈譚貪坍談探灘攤檀坦癱壇	慰慕慶憔慝憐慾慼憮憬憎憫慧憧慫憤慮憂
憤	分忿份糞奮	棻氛吩紛汾分芬墳焚粉	行放沆縫諷恨奉鳳俸橫	瘋吭峰航妨恆倣豐諷舫逢仿很豐馮紡行楓鋒杭桁訪烽坊芳風亨房橫哼痕肪狠方縫蜂防枋彷封衡	慰慕慶憚憔慝憐慾慼憮憬憎憫慧憧慫慮憂
憔	譙樵瞧僑喬橋翹	巧鞘俏雀蹺敲撬悄誚橇愀鍬鵲殼竅翹峭	仇毬酋泅求裘球梂嚼囚	啾皎嬌廄邱揪鳩灸醮蕉九究秋舊澆餃舅跤轎狡鮫疚膠攪韭赳蛟久覺教蚯救姣驕窖玖糾就僥焦詨龜角交椒柩丘礁較臼勦咎酒郊腳繳鉸校絞叫矯剿鞦鰍	慰慕慶憚慝憐慾慼憮憬憎憫慧憧慫憤慮憂
憮	武舞鵡五捂伍嫵侮午	汙晤騖巫吾塢悟亡誤誣務無吳烏毋寤戊惡嗚鼯於唔物勿霧屋兀圬鎢軏污梧蕪蜈堊	雨語與齬宇庾敔噢圉禹予嶼羽圄	瘉澦域妤娛瘀馭獄逾峪昱燠褕蝓竽雩渝覦預漁迂語於與紆煜慾芋育餘余俞歟堉鬱豫毓虞裕盂禦隅籲嫗榆喻愚魚玉欲譽禺熨輿癒寓愈愉諭御谷郁淤腴臾遇諛圩聿尉瑜予萸浴於	慰慕慶憚憔慝憐慾慼憬憎憫慧憧慫憤慮憂
戮	路露鹿麓僇碌氯鷺陸錄穋祿賂	蘆滷盧魯鹵擄臚鑪櫓鱸顱爐嚕廬虜瀘	氯怒綠濾律慮忸率	努弩鋁櫚呂縷褸膂女奴旅婁閭駑侶驢屢履	
摩	磨摹模糢蘑謨魔膜	默麼沒秣漠陌膜磨末抹寞摸脈貊墨茉歿驀沫莫			撥撢摯播撬撮撩撫撈摹撕撰撒撓撲撐撳撞撚撙
摯	雉秩幟蛭稚窒志痣智緻滯致置痔至峙製輊躓治知識制質炙誌	姪止植織梔咫泜氏芷脂胝值汁址吱肢執摭祇祉躑枝蜘直支擲知徵隻質紙趾只之指祗職芝旨卮殖	字恣漬孳自	仔訾紫滓籽淄錙緇貲梓咨茲子姿孳資孜輜滋諮齜玆髭吱	撥摩撢播撬撮撩撫撈摹撕撰撒撓撲撐撳撞撚撙
摹	磨模摩糢蘑謨魔膜	默麼沒秣漠陌膜磨末抹寞摸脈貊墨茉歿驀沫莫			撥摩撢摯播撬撮撩撫撈撕撰撒撓撲撐撳撞撚撙
撞	壯床幢狀	妝愴創樁瘡闖裝奘搶窗囪莊	淳鶉醇純唇脣圳俊存	準吋肫樽村春忖屯皴諄寸尊蠢遵准撙	撥摩撢摯播撬撮撩撫撈摹撕撰撒撓撲撐撳撚撙
撲	僕撲鋪噗	普埔葡鋪濮樸浦釙蹼樸誧莆暴溥譜瀑脯蒲圃菩璞曝僕匍			撥摩撢摯播撬撮撩撫撈摹撕撰撒撓撐撳撞撚撙
撈		佬烙勞嘮酪牢癆老絡姥	摟	樓鐃耨嘍露螻漏陋鬧簍瘺瑙鏤婁摟撓惱腦呶橈髏	撥摩撢摯播撬撮撩撫摹撕撰撒撓撲撐撳撞撚撙
撐	稱瞠	呈稱乘澄丞懲橙秤成逞誠城程承騁盛	琛瞋參	稱襯諶岑晨塵趁讖涔櫬宸陳娠忱疢臣曾辰沉層沈	撥摩撢摯播撬撮撩撫撈摹撕撰撒撓撲撳撞撚撙
撰	賺僎篆轉傳	磚囀專耑轉顓	賺鑽	纂鑽	撥摩撢摯播撬撮撩撫撈摹撕撒撓撲撐撳撞撚撙
撥	玻菠般缽播剝	荸亳搏帛簸薜伯蔔博脖勃跛舶泊鉑膊擘渤箔薄駁播檗白蘗鈸柏			摩撢摯播撬撮撩撫撈摹撕撰撒撓撲撐撳撞撚撙
撓	鐃呶橈	瑙惱鬧腦	樓勞嘍婁嘮螻牢癆髏	佬耨露漏老陋絡姥撈簍烙瘺勞鏤摟酪	撥摩撢摯播撬撮撩撫撈摹撕撰撒撲撐撳撞撚撙
撕	司廝絲斯鷥私思嘶	賜祀泗肆兕食飼巳嗣伺耜似寺駟姒俟思死四	獅師濕虱詩屍失屍蝨施溼噓	拭豕恃軾是匙氏拾使視豉仕噬蝕誓筮室提嗜什逝屎舐式適柿飾奭士碩螫十弒市示試始塒石食實時勢侍世史識矢射事駛釋	撥摩撢摯播撬撮撩撫撈摹撰撒撓撲撐撳撞撚撙
撩	遼寮嘹僚繚燎聊潦寥療	寮廖繚聊潦寥料療遼僚嘹燎了暸瞭	留劉泵琉瀏流瘤溜妞遛硫榴牛	尿劉柳流扭鉚餾鈕硫鳥六牛裊嬝留泵琉瀏瘤溜妞霤遛拗陸榴紐忸	撥摩撢摯播撬撮撫撈摹撕撰撒撓撲撐撳撞撚撙
撒	灑	薩卅灑颯	殺傻砂杉鯊莎裟紗煞沙	殺傻砂杉鯊莎霎裟紗廈煞沙	撥摩撢摯播撬撮撩撫撈摹撕撰撓撲撐撳撞撚撙
撮	措磋錯厝挫蹉銼搓	磋措錯嵯厝蹉挫銼搓	戳啜輟綽齪	戳啜輟綽齪	撥摩撢摯播撬撩撫撈摹撕撰撒撓撲撐撳撞撚撙
播	玻撥亳般簸薜檗菠蘗缽剝擘薄	荸亳搏般帛簸薜伯蔔博脖勃菠跛剝舶泊鉑膊擘渤箔薄撥玻駁檗白蘗鈸缽柏			撥摩撢摯撬撮撩撫撈摹撕撰撒撓撲撐撳撞撚撙
撫	頫斧莆輔甫父脯俯釜府腑腐	氟縛匐馥覆附膚鈇複夫蝠紼扶芾幅紱袱賻傅付拂涪赴彿服賦芙俘訃富阜孚弗輻福浮腹伏符菔副復敷怫婦孵趺咐父麩負伕駙	唬琥許虎	瓠壺鬍蝴鵠斛惚戲呼戶滬沍楛護狐互胡湖囫葫扈弧瑚乎忽糊	撥摩撢摯播撬撮撩撈摹撕撰撒撓撲撐撳撞撚撙
撚	輦碾拈攆輾捻涊	念唸黏廿年	臉	簾聯蓮戀簾鰱殮濂連奩漣憐鐮鍊瀲練斂煉鏈楝廉	撥摩撢摯播撬撮撩撫撈摹撕撰撒撓撲撐撳撞撙
撬	橇鍬殼鞘俏蹺敲竅翹誚峭	樵鞘巧俏雀憔敲蹺悄誚橇譙愀鍬瞧鵲殼喬僑竅橋翹峭	蚯教啾救姣窖驕就糾嬌廄焦邱詨龜揪椒交鳩醮柩蕉丘究秋礁較舊澆臼舅跤咎轎郊疚鮫膠校叫蛟覺鞦鰍	毬啾皎嬌廄邱揪鳩灸醮蕉囚九究秋舊澆餃跤舅球轎狡鮫疚膠仇攪韭赳蛟久覺蚯教救姣裘驕窖糾玖就僥焦詨龜角泅椒交求梂柩丘礁較臼勦咎酒郊腳繳鉸酋校絞叫剿矯鞦鰍嚼	撥摩撢摯播撮撩撫撈摹撕撰撒撓撲撐撳撞撚撙
撙		尊遵圳樽俊	傯踵準總腫塚奘准塚種	盅仲粽裝鬃狀棕屯壯湩蹤中撞宗從忠眾鍾衷肫縱終忪妝樁諄鐘綜重莊種	撥摩撢摯播撬撮撩撫撈摹撕撰撒撓撲撐撳撞撚
撢	膽疸	簞誕丹淡蛋石憚彈但啖啗氮旦擔耽單澹	毯袒坦	曇覃炭痰潭罈彈歎碳嘆譚貪坍談探灘攤檀癱壇	撥摩摯播撬撮撩撫撈摹撕撰撒撓撲撐撳撞撚撙
撳	沁	擒禽嶔噙侵琴勤親秦寢欽芹	竟靖彊燼罄降勁靜縉徑磬進絳醬盡慶晉痙競親淨噤僅禁儘鏡匠覲浸嗆敬將近逕強境	鎗青牆頸涇槍彊粳精羌情筋傾謹漿韁獎巾莖津儘疆覲斤講嗆經氫璟槳頃錦搶今清驚景江睛矜鏘薑腔擎警薔蜻襟更觔兢鯖瑾繈檠晴檣晶旌僵京井饉金鯨緊卿僅禁荊菁輕蔣憬浸戕阱姜請將強	撥摩撢摯播撬撮撩撫撈摹撕撰撒撓撲撐撞撚撙
敵	鏑荻迪的犒嘀翟狄滌笛芽嫡	滴低締底帝的地蒂第氐牴娣砥遞諦弟柢棣邸抵詆	題堤蹄啼隄緹提	悌屜體剃嚏剔涕梯踢替銻逖惕	數敷
敷	孵趺麩膚鈇伕夫	氟縛匐馥覆附俯複夫頫蝠紼扶甫芾幅紱袱賻傅付拂涪撫斧赴莆彿服脯賦芙俘訃富府腑腐阜孚弗輻福浮腹伏符菔副復釜怫婦輔咐父負駙	惚乎戲呼忽	瓠壺鬍蝴鵠琥許斛唬戶滬沍楛護狐互胡湖囫葫扈虎弧瑚糊	數敵
