一,二仄三左旦丁刁下上於兀士幹不天王且丘本甘石百
蹕,踝嗶跚足蹼踫踞躋跟跦距趺趴踵跼跤跑跌跋趾蹣蹉躇踱躅踐踏踩跎跆
軀,樞嶇嫗嘔驅奩身躬躺櫺躲區橾操闆歐窮甌鷗毆兒品
轉,傳轟磚囀團轄車專轔輯軾軒軋轍輾轅轎輻輸輳輪輜輕軛輔輊軸軟軔軏
轍,澈撤徹轟較軾車轉轄轅輾轔轎輯輸輳輻輪輜軛輛輔輊軼軟軔軌軋
邇,彌爾瀰璽逍燃盃甭迂逐迺這肖不慼盡勞戚銷趙誚硝敞梢敝迷送消捎悄
邃,遽豳據噱璩逐豚豕腔控崆倥豢硿豬豭空潸搾搾挖
邈,藐貌搗笆迫皂脾脈遑篁毫亳肥帕皚遙過腺週迥白巴箔葩牽皆
醫,酒醬酉醜醋酣酥酗配酌酊醣醮醺酴酷酩醞醒醴醇醉醃酵酸酬酪釀釅
醬,漿槳獎醫酒酉醜醋酣酥酗酌配酊醣醞醮醒醇醉醃醺酵酷酴酬酪酩釀
釐,犛量喱鐘潼撞憧僮短俚枚會黑霾裡瞳鋰纏幢裡理狸浬敉娌埋哩仃
鎔,熔榕溶蓉容錠銨欲卻谷裕浴峪俗針腳鎗豁鉛鑰鈷穴
鎊,膀榜滂傍磅謗螃徬旁肪楞愣方枋妨坊仿鏃攏嚨朧龐寵籠芳房
鎖,瑣銷鋇鏜鐺鑽貝貧賞員賄煩鈔貼敗財狽盼賸賤賊損貽則貞負頁賽贊圓
鎢,塢嗚烏鋁鉑錘鍾銖銑鈑釩鉻鎚鍬薛銷鈷鉤鉍鈔釦釙叔鎳錦鉛阜
鎳,臬洎咱自邊癟睬楣首導算貧省眉錦鑠湄媚鑽道睞睏篡戛
鎮,滇慎填縝瞋闐真巔癲顛宜針鋪鈷鋤直銬植值鎔鍰錠銨銅且睿
鎬,槁搞縞稿犒篙蒿嵩橋嬌僑鑲矯高轎驕膏濠壕嚎鉉婷停釙鎚
鎰,溢縊隘益錳鑑盆賽檻濫襤褊遍溘溫慍媼塭嗑港偏烘洪拱哄供鋼藍蓋異
鎘,膈隔鬲鑰融盒鎬鐳砠硼福鉛逼短幅逗脰釭釘翮銅碉籥空命合同
鎚,槌追鏈釙鎬鑲鏃鏟鉉簞糙鎢鋁攘孃壤嚷襄曩詹
鎗,傖槍滄搶愴嗆瘡蒼艙倉鈐鈴鑰銓谷飧創食鎔餘飾飭伶
闔,蓋磕瞌溘嗑盍豔盞藍籃閨關檻濫襤鑑侖監閏開閎閒閥門尷
闖,篤駑駕罵碼瑪媽馮騖驚螞馬聞駢駐駟駛駒駁馱馳馭
闐,鎮瞋滇慎填縝巔癲真聞閏開閒閂顛閨閩閘閔閑間閎悶閉問閃門
闕,闋嶔閥厥崁羨嵌茨開閃門闊簌闢閨聞閘閔閏閑間閒閎悶閉問閂關閻閤
離,籬敵帷進雜錐睢椎淮推惟堆唯雞雕獻誰雉雊稚碓雄准隹瞿崔
雜,椎稚進樵榫離錐淮推惟堆唯誰雉雊碓睢雅雄帷准隹崔
雙,隻隹集焦售濩擭又奴雋穫獲攫健怪燮崔筵庭夜鍵錐護腱進馭椎涎淮梃
雛,鄒皺睢崔瞿芻雊惟瞧離雜錐雉稚碓雄進椎淮推帷堆唯准懼憔摧催
雞,谿雉奮離維睢雄帷准奪奚雜雕錐雊稚碓進椎淮推惟堆唯瞿截
霤,霓雪霍霄霽雯雩籀雨震霜霪霑霖霆霾霎霉雲霞霧霏霰霹露零靂靈
鞣,揉革蹂鞍靼鞦鞠鞘鞋靶勒靴韁韉鞅柔鞭韃韆緙霸
鞦,鍬揪愀啾革鰍靴鞘鞣鞠鞋靶勒鞍靼鞭韃韆鞅秋韉審
鞭,靴便韆革更鞦韃鞅梗勒埂哽韁靼鞠鞘鞋靶粳硬甦鞣鞍韉
韹,遑煌湟惶隍蝗徨篁凰皇韶韻珀斑迫旺班錦潤銓詮腺嗥棉栓拴佺鵲鉑柏
額,頡碩頷頜顆頰頻頭頤頗頊顯頒頌頓煩須頃頂題顏類願顛頹穎顥顧頫顫
顏,須頻頃頒顆頤穎頡碩頓頊頌顯煩頂題額類願顛頰頷頭頹頜頫顧顥頗領
題,頰頫頻碩頊顯煩頂匙顆願顛頷頭頤頡頜顧顥顫領頑頓頒頌須項頃
顎,鄂頤頡碩頑頊煩項頂囂題顆顛願頰頸頻頷頭頜頫顧顥顫頓頒頌顯須頃
顓,頤顆頻頭頜頡碩頓頊頌頑顯煩項頃頂題類願顛頸頷頰頹穎頫顧顥頗領
颺,颱暘陽颳鍚暢腸煬楊揚場颶颼瘍楓瘋嵐風颯諷
餾,遛榴溜瘤餵餽飪飢留饅餞餡餛館饑餒餘飾飴飭餿餓餉餌飯
餿,餽餓餉飪飯飢餡饉颼餚餃餅餌蝕飼飽飩飲瘦餾餵饅館餞饑餒餘飴飾飭
餽,餓飪飢饑餉飯餿餅餌蝕飩飲餚餃飽飼餞餡餒飴
餮,餐飧饗饕癢食養疹良琅狼浪娘瘡蒼殤傖珍饜筏鎗殮槍滄搶愴嗆趁診殊
馥,複腹愎復皈稷稜稔傷板反香穀傻偺格俊飯鈑返扳伋皮閣黍晷處夜各冬
騎,駁馱綺錡畸犄椅崎倚琦馬駱騵駝驕驗駛駒馭寄
髁,骷髏髑骸骯髓骼骰體裸棵髒髖踝稞猓骨課滑果裹窠彙巢
鬃,鬢髻髡鬍髯鬣崇髮髦鬆髭鬚綜粽棕淙蒜察蔡鏢襟噤膘標漂嫖捺
鬆,鬍鬚髯髮髡髻髭髦鬢鬃鬣崧淞彬榭射松杉麝箱衫
魏,巍槐魄愧塊傀魂瑰蒐幾委餽醜機逶倭鬼痿萎嘰矮魔魘
魎,倆輛兩魅魁鬼魑帷師魍魄瑰槐愧塊傀佩雨篩蒐幾
魍,網惘輞罔魁鬼魅魑芒魎荒鋼魄瑰槐愧塊傀籃蒐監盞幾盍肓
鯊,漁鱉鱟娑裟魚魯嚕櫓沙莎燻鰍淡蒸鯉鮪鮭鯧鰓烙
鯉,鰓鮭鮪鱷鰥鮫鮑魷鯧鯛鯀鯨鯖鰭鰻鱔鰍鰱鰾鱖鱸鯽
鯽,唧卿節鯧即鰻鰍鰱鯉鯀鮪鮭魷鰓鰭鰥鮫鮑鱷鯨鯖鯛鰾鱗鱖鱔鱸
鯈,攸脩絛倏條修候仇鱉爪仲魚悠傲傚做倣敕收漁俟魯
鯀,縣係孫鰍鯉鮪鮭魷鮫鮑鱷鯨鯧鰓鯽鯛鯖鰭鰥鰾鰻鱔鱗鱖鱸鰱遜蓀
鵑,鳴鵠鴿鵲鴨鴣鴆鶴鳩鵝鶉鷂鷓鷗鴦鳶鵡鵪鴒鴉鸛鷹
鵝,鴒鳴鵑鵠鵲鴨鴣鷓鳩鳶鴿鵪鶉鴆鴉鷂鶴鷗鷹鵡鸛鴦鴛
鵠,鳴鴣鵑鴿鷗鵝鵲鴨鶴鳩鵪鶉鴒鴆鴉鷂鷓鸛鳶鷺鷹
黠,黷點黔黯黜默結墨黝桔拮嘿黑禧壎周嘻灶吉檯疇燒嬉遠僖皓造浩勳埋
鼕,鼙瞽疼咚終客洛閣冬逢咯返處鋒鉻路鈑販略烽胳珞烙格峰降皈恪叛板
鼬,鼴鼯妯鼠迪鈾袖柚油抽岫竄笛釉軸娉宙聘由裒胄冑
儳,巉攙纔讒饞毚偕仳逸侃比毗枇妣批沘菟冤兔昆含屁庇
嚥,燕哎噶嘩囌嘆囈瀟蹣瞞嘻嘈滿嗟哄咩豆謨磺噫噥諾噎磁瑛韉啖噗嘶剴
壞,懷還壇壤邏遝坑壕環澴寰圳賣儸囉培鑼堉遇坤甽址羅蘿蓑籮罟
壟,聾龔襲龍寵龐籠嚨攏朧隴瓏矓旁鎊榜膀滂傍丹離螃磅徬恃坍
壢,瀝靂歷曆賦址止武啃趾祉歧扯歲肯芷企墦穢垣圬怔焉正症
寵,龐籠嚨攏朧隴瓏矓龍壟聾龔鎊榜膀滂傍襲旁螃磅徬
龐,寵籠攏嚨朧隴瓏矓龍壟螃聾龔鎊榜膀滂傍襲旁磅徬
廬,蘆瀘爐臚鑪驢鱸盧膚濾慮瘧盞擄顱虜墟噓虛琥唬
懲,徵癥忝微慇恩忽黴徇往懇悠息怒屜兜德循徨徒待很徊律徉彼役
懷,壞還懍邏遝環澴愣悴惇寰懵儸囉憧慢鑼遇悽怫甽忙羅罹蘿蓑籮罟
懶,瀨獺癩籟悚賴嫩漱嗽喇速初辣束簌剌敕懈快忖枴刀忿
懵,襪惜忱買懂慌愣夢懷邁瞞滿怖薨甍厲蔑萬蹣懼錨憤慣瞄描枕沈癘蘿席
攀,樊希爻礬棒稀捧駁崤俸抉韋痍疲奉餚痳筷痂爽塽椅晞烯唏袂降拔快決
攏,嚨朧隴瓏矓龐寵籠龍壟鎊榜膀滂傍聾龔螃磅徬襲旁
曠,擴壙獷礦廣曄械拚蚶曝鍍餞遮摭渡曬甘戒弁踱誡暗暘飴餅戡鉗柑坩蔗
曝,爆瀑鑤暴晶暍暘昌娼唱倡鯧猖曄暗曠曦暝共普
櫥,樹廚棧械樽梭桔村檯橾糝橙錢腑淺俯松鼓私吋榭森喜府寺
櫝,瀆犢續贖黷牘讀竇賣桔檮檯橈杜柙檣樓桂甲環橫楞松鉀埋胛押坤呷梱
櫚,閭欄呂營嫻鋁侶問莒宮擱燜澗僩闆瀾攔爛潤憫捫們簡闡
櫓,嚕漁魯魚鯧鯊鱉鱟鰻鯽鰓欄鰭鯉鮪鮭鯨鯖鯛桅栘鮫橡鮑魷楝鱷鰍薊李
瀛,嬴羸贏濠淳涓汛茫瀘濬漳滾漓滂溪涼液涪淬娟流沆沾氓淑
瀟,滿蕭漠湔漢肅灌濛濩滋鏽嘯淵灘簫漕港洪洋懣
瀨,懶獺癩籟漱賴瀏嫩嗽喇速悚初淞辣沼汾束簌湘淋淅剌敕沐
瀚,翰煽榻遢塌嗡蓊翁蹋濯羿櫂曜擢褶摺翼翟寥翌習
瀝,壢靂歷曆賦止武啃趾涉祉歧扯址歲肯芷企澀潘湯
瀕,蘋澦頻傾擷噸貳籲顏頃贛嶺巔鬚癲煩頒須頁顆頤顯頡碩頓頊頌頂
瀘,爐臚鑪驢鱸廬蘆濾盧膚擄墟噓顱慮溫琥唬瘧虜
爆,曝瀑鑤暴煜煬焊焜烘鯧燜共爛縵熾鰻緹洪拱哄供糞魯普異基恭
爍,鑠礫藥樂炫機吆黝玄璣嘰姒似畜奚茲譏饑綵煤絃後絲以幻拗關麼窈床
牘,櫝瀆犢續讀贖黷片牒牖牌版竇賣堊塹蟯環珪待壯順圳亞串甲畫
犢,櫝瀆續贖黷牘讀竇特牡賣牛犧犒犄牴牯牲牧牠牝看
獸,吠哭器畎獻默伏猷狀莽臭突戾犬單戰鄙憚彈嬋嗅唳獄袱簞獎
獺,瀨懶籟癩賴簌漱嫩嗽獅喇猓速悚狎狄犯獄猴辣猶狽狸狼狹狠狡狗狐狙
璽,爾邇彌璧瀰玉瑩甭盃燃斑瑭球琅班玨然堂屑宵釜芣尚弄否全示盡勞痊
瓊,觼珞瑁現玻玨斑班璿瓔璦璨瓚璃璀瑤瑛瑜煥琛琨渙湧換喚琉玖瑕珮夏
瓣,辮辨辯辦避僻辣弧呱滓辛薜薛瓤狐孤癖闢霹瓢瓠莘宰
疇,檮濤鑄儔禱躊籌壽燾墅園黠畦野壘蟯黷弱埋坎堠裡圉崁雲
疆,彊僵韁薑丑垣喱圬鈕扭忸妞羞虧仁紐會畫量黃票三二
癟,洎咱鎳崙自邊侖臬癒瘟瘉淪掄倫算瞼輪綸狽瘩痿痊瞿省眉首論睢狙
癡,礙擬凝疑疵痛痍疚丸癬疝瘓爹汍癮痢昆庇屁笑疣契奏忝吞旨多名尼它
矇,朦檬濛瞞瞄蒙睬算瞼瞧睛睜睢盯目瞿瞻瞳瞪瞬瞠瞟瞌瞑瞎睽睦矚眸眩
礙,擬凝癡疑砌磊矽硼硎歌砍磴碳砭石磯確碩碌碑碓硝硬硯硃砧破砠砟砲
禱,疇檮濤鑄儔躊籌社禧壽福結祖祁燾禮禪禳禍祗祿祥祐祠祚祕祆祈祉祀
穫,獲濩擭護攫稚穠稜稔雙隻穡穢穗稻稼稷稱稀稈程嵇移秒秋秈和私利禾
穩,隱稻稱租稠肛穢穠穗積稼稿稔程稀稈秒稍秘秋秈和私利禾番背香委禿
簾,鐮濂廉兼麼嫌縑歉箴乏箋笞獷賺簫箕笠戒弁鬼謙
簿,薄溥蒲膊搏博傅賻縛浦箔符甫肘莆等鋪補脯捕埔圃哺匍沛
簸,箕菠祺琪棋淇麒鈹其皮疲詖欺期被破玻波陂披彼坡
簽,儉臉檢撿答瞼殮險籥驗鹼閤洽拾恰哈合八拿篠篌筏斂劍碓鑰給蛤
簷,膽簷澹擔瞻蟾譫贍詹答筒小簽籥逼逗言箴第磊筵石上穢銅
籀,霤留瘤榴遛溜卯茆鉚聊柳泖箝餾貿節笛笮劉卿
繫,擊紊絲緊系繁累索紫絮紮素縲濰緞喲羅蘊糸辮段
繭,蠻蟲蘿茲煎繡紳紼紜萋索蚤苜芷羅藪蘊蝨前藥剪芸糸蟲縷縲繈蟆螺絨
繹,釋鐸澤擇驛譯縲睪絲細縵續綑繕繒繙纏緝結絨絃縷紳糸
繩,絲繡澠細絀純紀縲緝絹糸蠅縑維絢絆組紲納紗紋紐紂約紆糾結
繪,燴儈給膾檜綸紇縲維絲納繒縮縹細糸織繚繙繽縵纏續縉緯線緩緹綻綜
羅,濰罹蘿籮儸囉邏鑼玀維絲累蘊眾系縲罰羈罪罵緊置紫絮買紮罟紊索
繳,檄激竅緻邀線倣絲縲綿縱緞紡編縫紕綞紋紙放繙總緹絡絳絃終族
羶,擅檀澶壇羋羊差羯羚羞搓嵯嗟氈翔磋掠抗鮮顫祥烊洋咩佯撲蓑庠
羹,羔窯善美糕恙姜羲義羨對膳送朕墨焦黑擲鄭薰蕉艾繕燻曦犧鎂躑樣鱔
羸,嬴贏瀛肓娟羞硼崗羋羊亡謠鋼綱啁胡咩氓迅霸葫菔崩茫前恕差庠盲芒
臘,邋獵蠟鬣腦錙淄繅輜緇惱巡瑙巢災邕勦剿姦媼妥
藩,瀋嬸潘落蕃藻蕩莎鄱蒞蒲菠萍茫范番蘇薄蔆莉審播墦稞
藝,褻囈熱芸蔭魂茗勢冽薹蓋夢莞爹苓雲苑丸執藏薔甍蔡蓊壽萼菱莽茅苒
藪,擻數蔽廠撒嫩嫉攸霰矢邀橄遨撇嗷傲做挨埃唉俟
藕,耦癘邁藉愚寓禺遇偶隅萬籍躉厲柙耒藩蘿英芙薯蕃夢蒂菁席禹耨滿揀
籐,籐前菔菜菽炙蒙苜葷藐葫萌蔡熒萵煎滕胖藻莎荻崩茫范莧愛菁剪受典
藥,茲爍鑠礫樂慈孳關畜奚玄吆機滋姒似蓄葉菜茶麼床窈璣嘰磁拗以幻
藷,儲諸薯著躇者曙嘟站箸煮暑屠奢褚楮渚堵署睹都
蟻,儀議蟲蛾義蟆蟒蛐蚶蟠蝶蜻蛇蚣蟲蠔蟯蟬蠣蟀蟑螳螺蟋螟螃蝠蝸蝙蝗
蠅,蟲澠蛔蛄蟲繩蛻蛙蛐蛞蛀蚶蚵蛆蚱蚯蚊蚪蚌虻蟬蜈蝦
蠍,歇蟲蜴蚓蝴蝦螂蜘蜓蜊蚯虻蟲蝌蜥蠅螻蛹蛾蛙蛭蛔蛛蛐蛞蛟蚶蛀蛄蛆
蟹,蟲蠡蝨閩蛋蜇蜃蚤螫融蝕解虺蠻蟲邂懈螢蜜搔強
蟾,瞻膽簷澹擔譫贍簷蟲蜢蛤蚓蠔蝠蝸蜻蚣蛹蜓蟲詹
襠,鐺檔擋噹儻當鏜膛讜黨螳瞠嫦幅儅尚償福棠掌堂
襟,噤棕蒜禁標粽淙捺鏢膘際漂嫖崇縹驃瞟鰾賒綜蔡察
襖,燠澳懊噢奧制筋向褊煥渙換喚衫衽央瘓褫裨衹血自厭爨奐
襞,臂檗擘壁劈璧譬蘗裘裁袈褽襲製裴裟裝裂袋依
譁,謨諾謊謀嘩護譜講樺曄誡諶詰謹謙詳訐計識證譚譆譙譯議譟謠謐諱謂
譜,諳識詣謨譁講謊諾謀誡訟謙詳議護諜謁謂談誌詰詼謹諶詢訕計訃
識,諳譜詣訃諦諒諄誶誨誡讓訟註謨謗諺謁謂談誌認詩詰詼試謫該詢詨訪
證,磴燈橙澄嶝蹬瞪譫諮諂詭訊譁譎譆譙譜謨譟諱謀諜諾謂諭諳誼諒談請
譚,潭撢罈訐謂語詰誣評訶訏訌計訂蕈譁譜識譙謨譯譟謠謀諜諾謁諭諳諼
譎,橘謂請諂誦諍訊識證譏譫謠謐諼誼談諉認誡誥誌詫試詩詰詼詣詭詔設
譏,嘰璣機饑誡訟譜識譎譙議譟謨謐謊謀諜諾謁謂諳談請諉諂諍諒誼讓誌
譆,誌詩讀嘻嬉僖譟禧諾誥誡詰譜證譙識譁謨譯講謐謊謀諜謂諳諱諒談諄
譙,誰談詼礁詮諭論誨誌診訖許訥護謂諒誡誥詩詰訟誚註訕計訃訛
贈,憎增僧貝繒賜賤賊貽層贍贖賠貯賺賭賄貼敗財則
贊,臢鑽瓚員賃貴貫貨責鋇讚狽貲費賀買貸貢贅贗質資賈貿廁貝濺測惻側
蹼,僕踫噗樸撲跚趺趴蹣蹉足蹕躋璞踝跤跟距跌蹲躇躪躑
蹲,遵樽撙蹣蹉躇踩踐跆躪蹼踝踫足尊蹶躁躅躊蹊踱蹂踏跺跚躑
躇,蹣躪蹉蹲踏蹼踫躑足蹶蹊踱踴踢踩踐跎跆蹕跟跚藷薯著
蹶,獗鱖蕨蹉跳足躇蹬蹺蹲蹟蹣蹦躊踱踐踏踩踡跪跎跆躪蹼跚趺趴
蹬,磴瞪燈橙澄嶝證蹂踴跪蹶蹣躁蹉躊踱跺跆躪足登
蹺,僥鐃燒橈曉澆撓嬈蟯饒繞躊驍足蹶蹦踐踏踩踡跪跆跎
蹴,就躂躋跤趾躑踟跳跡跋跑蹄踐跆足蹤蹼蹕踫踝踞跼跟跦距跌跛跚趺趴
轔,磷遴璘燐鱗憐麟轟轉軾車轍輾轅轄輻輯輳輸輪輜軛輔輊軻軼軟軔軌軋
轎,矯橋嬌僑驕轟輳輯輻稿犒軼車喬轍轉鎬轅轄輾輸縞輪輜槁軾搞軛輔較
辭,鋅梓辟莘宰辜辛瓣辮辯辨辦辣亂滓避僻癖薜薛骨
邊,鎳洎咱癟自遍道臬邃邀遊房鎊遺遞遛膀榜滂傍逢透於肪鏃方窄旁
邋,臘獵蠟鬣巡錙淄繅輜緇腦惱瑙巢災逕邕勦剿姦妄
醱,潑撥廢酩醮醺醋酸酷酪酉醴醞醒醇醉醃酵釀釅醜酴酣酥酗配酌酊
醮,醺醋酷酴酉醞醒醇醉醃酵釀酪酩醜酣酥酗酌配酊蘸
鏡,境竟鐘暗臆憶噫樟億漳黯賠璋障獐幛瘴音競蟑諳焙涪接培倍鋅意章
鏑,適滴摘嫡嘀謫鉸釙商六鋅鋇鎊鎬鎰鍋錚鑪鉉鋼銅
鏟,產旌腥猩惺醒隆牲生性姓剷星諺薩甥彥甦瀕鎚蘋
鏃,嗾簇倣族淤瘀菸漩肪枋放妨坊仿芳房游防於旁
鏈,漣鰱轟蓮連運褲暉渾揮葷暈攆琿車軋輝庫軍軸軟陣軒軏軌輩輦載
鏜,膛螳瞠鐺堂銷襠檔擋噹儻嫦尚償當棠掌撐讜鎖逍梢消捎悄峭哨俏黨常
鏝,漫慢縵鰻幔蔓饅曼鑤鍚錫銲錕鉀鐸鐲曙錯鏤銀甲
鏖,塵麋麂麝麒麟鑣麓麗鹿毗庇比昆屁儷錕灑邐欐曬能枇沘批妣仳
鏢,膘標漂嫖瞟驃縹鰾蒜票棕淙捺襟噤賒粽崇際綜蔡察
鏍,縲漯嫘螺騾累嗦嗉絲細潔綑糸纂縈系繙綵絹綏結絨絃紛繡維絢絆組絀
鏘,蔣將寐莊戕寢寤狀妝壯漿槳肘牆獎醬姚釭鐳鑠貴肯
鏤,褸樓摟嘍簍屢髏螻縷鈾屨婁鉀申坤呻伸鏽神砷
鏗,鐵驟鉅尿分鑑鋸醫聚忿岔鐃鐫鍍鑄錚銓鉛鑷逵涅汾扮吩份法匯金貧盆
鏨,暫塹斬嶄漸慚斤寅芹近析昕沂折圻聽匠斧演晰斯逝淅浙祈斫欣所
關,藥闔門閻閤畜奚閩開閑間閒閎悶問閃閂玄閥茲吆
隴,攏嚨朧瓏矓龐寵籠龍隧隨防徬壟鎊螃磅膀榜滂傍陪阬襲聾龔
難,灘攤癱歎艱漢嘆錐雉進椎淮推惟帷堆唯離雜雖雕維雊稚碓睢雄准坐舊
霪,霑霆雨霰霜霾霖霍霄霹露霞霏霽霓雯雪霎雲霧靄霤震雩霉靈零
霧,務霰霆霞霪霜霹露霑霖霍雯雪茅零雨霏霾靄霤霓霽霄震雩霎霉靈雲譎
靡,痱菲屝扉霏罪腓排啡匪俳誹徘魔糜磨摩麼非麾
韜,韌稻滔蹈舀樁違啗偉衛葦圍韓諂焰幃陷闈韋餡緯腴硼舊閻
韻,損隕圓賞韶嘖遺磧賁員韹蹟賸績積臢瓚潰價漬槓慣債讚鑽賽
類,頗煩顆顯頌願顥頻頷頭頹頤頰穎頡頜領碩頑頓頊頒預須項頂頃
願,顯煩顥頻碩頊頂頃類顛題顧顆顫頰頭頹頤穎頫頜頡頗頓頒頌頑項須願
顛,巔癲碩頊頌煩頂真願題顆頰頻頭頤顫頫頜頡顯頑頓頒項須頃
颼,颳颶颱颺餿瘦叟楓瘋嵐風艘颯諷搜嫂飄凰虱逮棣肌稻焰陷啗阬役臼幾
饅,餛鏝漫慢縵鰻幔餵餞餡館餘餒飾飴飭蔓饒饑餾饉餿餽餚餓餃餅餌餉蝕
饉,餅僅蝕餿餽餚餓瑾餌餉餃飼飽飯飩飲飪飢謹饅餵館餞餡餘餒飴飾飭
騖,驚駑闖篤駕罵媽嗎馮螞碼瑪馬馱騫騰駢駝駐駟駛駒駙駁馳馴馭務
騙,駢馱馬匾駭駟駛駒駐馳馭駱驕騵駝駁驢駙馴驅
鬍,鬆鬚髯髡鬃髻鬢髭髮髦鬣葫蝴湖糊瑚胡居箄苦鈷蛄牯枯沽姑固咕估
鯨,晾涼掠鰱鮫鯧鯛鰓鱸景鯖鰭鰾鱗鱔諒鯉鮪鮭鮑鱷鰍
鯧,鰻鰭鰓鯽魯鯨鯖鯛鯉鮪鮭鰥鱔鱖娼唱倡鮫鮑魷鱷鰍晶
鯖,精晴清情倩鯛靖睛猜鯧鰓蜻鮪菁鯨鰭鰾鱗鱖請鱸鯉鮭鱷
鯛,鯖鱷綢鯧鯨鰓鱔鯉鮭鮪週惆啁鰭鱸鮑稠碉凋鰥鰻鰾鱗鱖鮫魷鰍蜩
鶉,鳴鵑鴣鳩鵲鵝鵠鴿鶴鷓鷗鴨鴒鴆鴉敦郭孰鵡鵪鷂鸛鴦鴛鷹鳶
鵡,鵲鵑鴿鴣鴨鴆鳴鳩鶉鵪鵠鵝鶴鷂鷓鷗鴒鴉鴦鳶
鵲,鵑鴨鴣鷓鳴鳩鵠鵝鴿鶴鴆鳶鵡鵪鶉鷂鴒鷗鴉鸛鴦鷹
鵪,鴆鷂鴨鳴鳩鵲鵑鵠鵝鶴鴿鷓鴣鴛鶉鵡鷗鴒鴉鸛鴦鷹鳶
鵬,鶯鴻鶸鵑鳥鵲鶴鴣鴨鴆鴃鳴鳩鴦鳶鵠鵝鴿鷂鷓鴕鷹
麒,鏖塵麋麂麟麝鑣麗麓箕祺琪棋淇簸其鹿欺期儷灑欐曬旗毗
麗,儷灑欐曬鏖塵麒鑣麓麋麂邐麟驪麝鹿毗比庇紕枇沘批妣仳鍋蝸過滑渦
麓,鑣鏖塵麋麂麝麒麗麟鹿毗焚梵婪庇儷灑邐欐曬枇比
麴,麩麵鞠菊麥乾掬侈傑迷殉咪俑你舛汐外代仔憐愾栘粥米夕粱惠氣屎宛
勸,歡觀鸛罐觔劻叻脅動劫肋另勵勳勤勛勒勘劾劬助功幼咖伽荔茄男
嚨,攏朧隴瓏矓寵龐籠龍磅啼壟鎊謗榜膀滂傍聾龔
嚷,壤孃攘鑲讓瓖禳曩釀嚎哼襄唁吭品噪偯喪圖鎬諒槁搞瓤砧囊
嚶,櫻瓔纓嬰罌員鸚嘖損鋇圓韻噴隕賞噸貝賽賀贈償臢賸噯賠嘎滾賂鑽貽
嚴,巖儼囂器釅萼鍔愕葵三哭闋竺單咒二天揆些昊睽鄂仁
嚼,爵囉噯胛還澴褥喘將呷吋咐啁寰嚶儸嚎嚏環邏髑噪耨諍遝嗦鑼喟唷娟
壤,瓖嚷孃攘鑲禳曩讓釀壕襄壞壇坑喪偯鎬槁搞培瓤玷囊
孀,霜櫺雨霖霎霄漏霰霪霽瘺霑霍霓雲雯雪霹霾霞靈霏震霉零雩
孃,壤嚷攘鑲瓖禳曩讓釀襄婷嬋偯喪囊鎬槁搞娛瓤
孽,荸孳享莘字遊厚薛蘗菩笠薜辛游悸脖悖浮俘蕃萎苧宰茱季孝孛孚李子
寶,實賁賽瓚臢鑽簣賞賡貧讚匱圓賸磧積遺潰嘖慣槓漬損債隕
巉,攙儳纔讒饞毚崑逸比毗枇妣批沘仳嵐菟冤昆兔屁庇
懸,系糸縣喲絢紲純係約戀愁累索鯀縐潔細孫祕慼願絮您紮素紊蓀纂縈瓜
懺,殲讖籤纖韭愴恰三憔憮愾愕惰愉悔慷慵蝕傭惟辰
攘,孃壤嚷鑲瓖禳曩讓釀搞掠襄擁拈擅摔犒掖抗撲
攔,瀾欄爛斕蘭籣闌捫揀擱嫻柬鍊楝煉閑燜澗僩閉
攙,巉儳纔讒饞毚揩批挽擺逸指比毗枇沘妣仳菟冤昆兔庇屁
曦,犧羲儀議蟻糕膳樣漾義繕鱔墦對窯曝善恙羔姜美
朧,攏矓嚨瓏隴龐寵籠龍膀壟鎊榜滂傍聾龔螃磅徬襲旁
櫬,襯親欖攬相纜覽湘霜箱廂椒棚雜楨柿枕樸櫻楣梳想
瀾,攔爛欄斕蘭籣闌澗潤嫻柬鍊煉楝揀閑燜僩閉櫚憫漁練捫們簡
瀰,彌爾邇璽漲泓沒溺消燃渙甭盃淌泱澳漁滅湧澦弼涎淑削敞硝涵敝湧汲
瀲,劍斂憂稷稜傻陵凌洽洛廈菱綾後反鈑板返扳路珞咯咚處各冬
爐,臚瀘鑪驢鱸蘆廬盧膚濾擄墟噓顱慮琥唬瘧虜璩遽據噱號焙虛
獻,敵畎吠伏離犬獸默龍猷狀莽臭哭突帝戾器獎睿啻旁
瓏,朧攏嚨矓隴龐寵籠龍璿斑班玷玟玨璃壟玥鎊螃磅榜膀滂琥傍琉聾襲龔
癢,養餐飧饗食餮饕良狼浪娘瘡琅瘩蒼饜痕倉癘苓疳艮鎗艱餒槍滄搶愴嗆
癥,徵薇屨履屜屐懲覆樅微桁蹤縱黴往徨循徒徊律徉徇很待彼役
礦,曠獷擴壙磊誡廣磺磋礫磴磧碾磕碳碟硿硫碘碰砝砠研矽石
礪,蠣磊研硎厲磴磺磋硿砥碩硬砰砸礦礫礁磧磅碾磕磁碟碳硫勵碘硝砷砠
礬,磊禁閤詹答言焚婪椅桐蘑訾痘楚梵筒石礎銅減喊胴洞洽拾恫恰峒哈
礫,爍鑠藥譏碟磯吆磊嘰樂磁磚機碾硫碌石礦礁磴璣磋磕碳碣灤碗硿砥砭
竇,贖犢櫝瀆續黷牘讀賣窯窖窠簾窩窟窘窒窄突空穹究窪
