汉字	同音同调	同音异调	近音同调	近音异调	同部首同笔画数
蕃	繙矾番藩墦樊凡烦翻钒幡繁帆	泛繙犯范泛梵矾番贩反藩泛樊墦凡饭烦翻范钒幡繁返帆	涵函含韩蚶和干鼾汗寒酣	悍函含汉韩汗颔蚶罕寒酣憾旱颌和干涵銲翰撼捍鼾喊瀚焊	蕞萧蕨蕊荡芜蕈蕙蕉
蕉	教礁浇跤姣骄郊鲛娇焦胶詨交椒蛟	教较饺勦姣轿皎狡窖脚缴侥铰搅角校绞叫矫剿觉醮嚼	蚯枭嚣啾跷修哮消削纠邱龟霄骁揪箫鸠嘐咻羞丘秋逍敲撬硝销橇修锹潇萧秋休鳅宵	毬溴朽袖巧雀跷厩鹊肖灸窍囚峭九究旧俏秀撬舅球筿诮疚仇瞧韭赳宿傚嗅久桥樵鞘憔救酵悄裘纠玖就效笑愀泅壳求乔孝岫梂柩啸臼咎锈酒晓谯小酋校侨臭绣学翘	蕃蕞萧蕨蕊荡芜蕈蕙
萧	枭逍嚣哮消削硝销霄骁箫嘐潇宵	效笑小啸校肖傚酵孝学筿晓	教啾修姣骄纠娇焦詨揪椒交鸠咻羞蕉礁浇跤郊鲛修胶蛟休	溴朽袖皎厩灸醮九究旧秀饺舅轿狡疚搅韭宿赳嗅久觉教救姣窖纠玖就侥角岫柩较臼勦咎锈酒脚缴铰校绞叫臭剿矫绣嚼	蕃蕞蕨蕊荡芜蕈蕙蕉
芜	吾亡诬无毋鼯梧唔巫吴蜈	武污鹉晤骛巫侮悟坞误诬务午五乌伍寤戊恶呜妩于物勿怃雾屋舞兀圬钨捂𫐄污垩	盂妤隅娱榆愚鱼逾禺舆愉褕蝓竽雩渝觎腴渔臾于谀圩余余瑜俞予欤萸于虞	瘉滪域瘀宇驭狱峪昱燠雨预迂语纡与煜龉欲噢芋育俞堉郁豫羽毓裕御吁妪敔喻玉欲圉誉禺禹熨屿愈寓愈谕圄御谷郁淤遇庾聿尉予浴	蕃蕞萧蕨蕊荡蕈蕙蕉
蕞	罪最醉	堆嘴	坠缀赘惴	追隹椎锥	蕃萧蕨蕊荡芜蕈蕙蕉
螃	旁膀徬庞	胖滂乓磅	盆	喷	蚂螟融萤
螟	瞑名酩明茗冥鸣铭暝	命暝	岷玟民	闽渑悯敏抿愍泯皿闵湣	蚂融螃萤
蚂	码玛吗马	痲么嘛麻嬷妈骂吗蟆			螟融螃萤
萤	莹萦嬴迎营楹茔赢蝇瀛盈荧	缨罂景郢莺樱映膺鹦婴应瑛英鹰嘤璎颖硬影	垠夤吟银鄞龈淫簷寅霪	瘾听胤印饮因尹茵音湮姻阴縯慇氤荫殷隐引蚓	蚂螟融螃
融	容荣镕绒蓉茸溶熔榕戎嵘	茸冗		闰润	蚂螟螃萤
衡	桁恒横	亨横哼	缝痕汾逢坟冯焚	疯峰氛丰讽吩分很芬份丰凤奋枫锋烽风俸棻恨奉狠粪缝蜂纷忿愤封粉	
褪		囤吞屯臀饨豚	钝囤栋痛顿恫遁恸炖胴洞吨冻动沌盾盹	铜蹲桐僮惇东冬潼冬筒墩统懂瞳同峒董桶彤恫通趸童盹敦咚	褫褡裤褥
裤	库酷	骷窟苦楛枯哭	锢告顾估雇故固雇	菰凸鸪鹄罟贾鼓谷估呱毂孤股谷滑沽蛊牯蛄瞽咕辜古诂钴姑骨家	褪褫褡褥
褥	茹入辱孺	燸女儒茹嚅濡汝蠕乳如辱孺			褪褫褡裤
褫	齿尺耻呎侈	翅炽啻蚩痴匙敕栘弛驰嗤饬魑迟笞吃赤踟叱痴吃持斥池墀	此	辞赐疵次祠雌词差伺茨厕瓷刺慈磁	褪褡裤褥
褡	瘩答搭跶	瘩答大打达鞑靼怛	他牠她它塌	遝塔漯榻蹋踏獭遢塌跶挞	褪褫裤褥
亲	嵚磬庆侵罄钦	青勤卿秦擎蜻寝情擒倾轻禽鲭噙沁氢揿琴檠晴请顷清芹	竟青鎗泾靖枪粳烬精羌静筋倾缙浆沁进缰巾茎竞噤津尽觐疆斤呛经揿氢顷近抢迳境清今惊江睛矜腔姜锵劲蜻更襟径觔兢鲭晶旌僵京尽金晋痉鲸净卿仅禁荆镜菁轻浸敬姜将	靖彊烬降静情筋倾缙进津觐斤呛璟锦近迳罄矜擎劲更擒觔𫄶绛旌钦尽鲸痉勤仅荆蒋憬浸阱请将强竟墙颈泾粳精秦磬谨噙琴奖酱巾芹茎庆噤竞尽匠讲经桨顷抢境今惊景睛蔷警襟径禽兢侵瑾晴檠樯晶京井馑金晋紧净禁寝镜菁嵚敬戕	觎
觎	盂妤隅娱榆愚鱼逾禺舆愉褕蝓竽雩渝腴渔臾于谀圩余余瑜俞予欤萸于虞	瘉滪域瘀宇驭狱峪昱燠雨预迂语纡与煜龉欲噢芋育俞堉郁豫羽毓裕御吁妪敔喻玉欲圉誉禺禹熨屿愈寓愈谕圄御谷郁淤遇庾聿尉予浴	吾亡诬无毋鼯梧唔巫吴芜蜈	武污鹉晤骛巫侮悟坞误诬务午五乌伍寤戊恶呜妩于物勿怃雾屋舞兀圬钨捂𫐄污垩	亲
谛	娣缔递帝弟的地棣蒂第	滴低镝荻迪底的嘀狄敌氐牴砥柢犒翟涤芽邸笛抵诋嫡	涕悌屉剃替锑逖嚏惕	剔题梯堤蹄踢啼体隄缇提	谙讳谌讽谚谍诺谓谖谋谒谐谏咨谕
谚	艳晏研堰焰咽彦雁沿燕验餍酽赝厌咽淹艳燄宴唁砚	阎癌俨烟簷衍魇掩湮腌郾咽殷岩炎延研偃妍兖眼奄烟簷胭沿燕盐鼹腌颜筵岩厌严淹言焉演嫣			谙讳谌讽谍诺谓谖谋谒谐谛谏咨谕
谏	件槛剑健僭见舰渐毽溅践监箭间闲荐腱建键饯鉴鉴涧贱荐	笺缣兼奸鞯渐歼奸囝艰柬检简溅减笕监间肩尖湔剪碱睑茧坚菅缄捡拣俭煎	现欠僩霰岘腺馅羡堑纤宪献歉倩限蚬苋陷县线	干签纤涎黔铣舷衔暹啣千钤籼嵌祆鲜仟咸纤仙骞虔谦牵搴贤钱前遣显嫌愆铅千箝迁签谴咸钳癣娴险阡姗闲闲弦弦蚬潜浅掀先藓	谙讳谌讽谚谍诺谓谖谋谒谐谛咨谕
讳	惠晦喙蕙烩慧绘秽汇彗贿会卉汇诲溃	麾恢诙虫茴晖毁堕灰挥毁贿虺辉悔回会徽回蛔诲			谙谌讽谚谍诺谓谖谋谒谐谛谏咨谕
谋	眸缪牟	某	髦锚毛茅矛	懋泖貌贸帽茆瑁卯猫茂耄冒	谙讳谌讽谚谍诺谓谖谒谐谛谏咨谕
谍	碟跌耋牒迭蝶绖喋叠	爹		贴铁餮帖	谙讳谌讽谚诺谓谖谋谒谐谛谏咨谕
谐	携协鞋偕撷斜邪颉挟勰胁	蟹邂榭歇屉解写泄骇屑些卸械泻懈谢亵契燮蝎楔泄血绁	捷劫拮栉桔截诘节羯讦杰竭桀睫撷孑结洁颉杰碣	姊阶芥皆解街嗟戒揭疥界偕藉诫结姐借介接届	谙讳谌讽谚谍诺谓谖谋谒谛谏咨谕
咨	淄锱缁赀咨兹姿孳孜资辎滋龇玆髭吱	仔訾字恣紫滓籽渍子孳梓自	肢祇织栀枝泜蜘支氏知只只祗之脂胝芝卮汁吱	雉秩帜止蛭志芷值址执祇祉峙治制纸质志姪稚窒植咫痣智致滞致置痔摭至挚制轾踯踬直掷知识征只炙趾指职旨殖	谙讳谌讽谚谍诺谓谖谋谒谐谛谏谕
诺	懦糯	挪娜	烙珞骆洛酪咯络雒荦落	骡罗螺箩萝猡锣㑩啰裸逻镙	谙讳谌讽谚谍谓谖谋谒谐谛谏咨谕
谒	拽晔页靥射咽夜邺叶业	也噎琊椰野爷冶耶			谙讳谌讽谚谍诺谓谖谋谐谛谏咨谕
谓	位慰魏胃卫蔚未褽遗尉喂渭畏为味稣喂伪	尾娓维痿纬萎威韦唯惟潍围桅为崴煨薇逶帏苇危伟洧帷鲔微巍偎闱猥诿违委			谙讳谌讽谚谍诺谖谋谒谐谛谏咨谕
讽	疯峰丰奉丰凤缝枫锋烽蜂风封俸	疯峰丰逢奉丰凤冯缝枫锋烽蜂风俸封	棻氛吩分恨芬份粪奋纷忿亨愤横哼	恒氛吩分很份芬坟奋桁亨横哼棻痕汾恨狠粪焚纷忿愤粉衡	谙讳谌谚谍诺谓谖谋谒谐谛谏咨谕
谕	裕瘉滪御域吁妪驭喻狱玉欲誉禺熨峪昱燠愈寓愈御谷郁预语遇与煜欲芋育聿尉俞堉郁豫浴毓	妤娱瘀宇逾褕竽蝓雨雩渝觎迂渔于语纡与噢龉余余俞欤羽虞盂隅榆敔愚鱼圉禺禹屿舆愉圄淤腴臾谀庾圩瑜予萸于	戊晤恶寤骛物勿悟坞雾兀误务钨𫐄垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈	谙讳谌讽谚谍诺谓谖谋谒谐谛谏咨
谙	鞍安氨庵铵鹌	庵黯暗按案俺岸			讳谌讽谚谍诺谓谖谋谒谐谛谏咨谕
谌	陈宸娠晨忱臣尘辰沉沈	谶榇称衬疢琛趁瞋	场长苌藏涔尝诚城程承曾盛徜尝层呈常岑乘肠裳澄丞惩偿橙成嫦	场畅猖倡敞唱秤撑氅骋参称伥昌鲳仓娼舱瞠沧逞苍厂怅伧	谙讳讽谚谍诺谓谖谋谒谐谛谏咨谕
谖	萱喧埙煖暄轩晅宣	铉悬漩还炫绚渲眩选旋县璿玄	圈身捐鹃涓镌娟	倦隽绢圈卷卷狷眷	谙讳谌讽谚谍诺谓谋谒谐谛谏咨谕
豫	裕瘉滪御域吁妪驭喻狱玉欲誉禺熨峪昱燠愈寓愈谕御谷郁预语遇与煜欲芋育聿尉俞堉郁浴毓	妤娱瘀宇逾褕竽蝓雨雩渝觎迂渔于语纡与噢龉余余俞欤羽虞盂隅榆敔愚鱼圉禺禹屿舆愉圄淤腴臾谀庾圩瑜予萸于	戊晤恶寤骛物勿悟坞雾兀误务钨𫐄垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈	豭
豭	嘉痂袈茄夹加葭家佳家迦	架假夏钾颊稼甲挟驾价浃贾荚戛夹嫁胛	虾瞎	狎暇侠辖吓霞斜夏柙挟峡恰匣洽下卡狭黠遐厦呷瑕	豫
猫		泖贸帽瑁耄冒矛懋髦锚貌毛茆卯茅茂		眸某缪牟谋	
赖	睐癞籁濑	徕来莱	耐奈	迺奶氖奈乃	
蹄	题堤啼隄缇提	悌屉体剃嚏剔涕梯踢替锑逖惕	荻镝迪的嘀狄敌犒翟芽笛涤嫡	滴低缔底帝的地蒂第氐牴娣砥递谛弟柢棣邸抵诋	踵蹂踊踱踹
踱	堕驮咄度剁跺惰舵	铎夺躲多朵	唾柝拓	陀跎沱妥托驮脱椭鸵佗拖驼托	踵蹂踊蹄踹
踊	拥泳永涌勇甬蛹臃俑咏涌壅恿	拥鄘佣臃邕雍慵用庸壅佣	允吻蓊陨稳刎	员翁玟耘嗡文闻孕瘟熨温愠芸塭云韵雯运纹筠紊蚊瓮昀晕酝抆蕴氲汶纭匀问云免	踵蹂蹄踱踹
蹂	柔揉鞣	肉	蛲娆饶桡	绕扰	踵踊蹄踱踹
踹		揣			踵蹂踊蹄踱
踵	肿冢冢种	盅仲忠众钟衷终忪湩中钟重种	偬准总准撙	肫粽纵圳鬃樽俊棕屯谆踪尊综遵宗从	蹂踊蹄踱踹
辐	氟缚匐夫蝠绋扶芾幅孚弗绂袱福浮伏符菔拂涪怫佛服芙俘	富馥覆附肤俯𫓧复府夫腑腐𫖯甫阜腹赙副傅复釜敷付抚斧孵赴妇莆趺辅咐父麸脯赋负驸伕讣	壶胡蝴鹄胡湖囫葫弧斛瑚糊狐	瓠互琥虎扈许惚唬乎戏呼户忽沪楛沍护	辏辑输
辑	棘戢疾击寂集脊及嫉藉唧急伋吉圾即楫瘠汲吃亟级极籍岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪迹基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技𪟝稽既悸跻系叽济鲫戟骥饥	歧其淇旗琪齐席琦耆麒棋骑惜习祺脐畦鳍祁崎圻奇岐祇衹期媳祈枝息锡席熄锜袭褶檄昔	携烯嬉膝妻玺洗溪岂绮细碛弃析乞系启器栖讫漆戚迄蟋羲起夕蹊歙气曦淅熹悉愒禧系犀萋汐翕行蜥凄戏稀隙希吸欺徙畦晰兮鳃杞熙汽柒厘矽企喜𫍻谿稽牺亟唏嘻凄晞潟泣西契系憩奚戚砌七缉僖	辏输辐
输	殊抒橾疏蔬书枢舒梳	树叔塾菽术淑赎黍恕属述漱竖束熟数庶鼠倏𫉄戍暑孰薯蜀墅疏署曙	苏苏酥苏稣	塑肃粟诉素俗蓿簌宿缩速嗉溯夙	辏辑辐
辏	凑		溴臭糙操	潮嘈巢绸鯈惆操超酬抽愁钞吵曹俦朝丑勦糙丑晁抄稠仇畴草踌筹槽裯嘲剿漕炒	辑输辐
辨	遍釆辩辫卞弁变汴便	褊鞭扁砭边蝙编贬匾			办
办	瓣拌扮伴半绊姅	板搬般斑舨颁瘢阪版班扳板钣			辨
遵	尊樽	圳俊撙	盅忠钟肫衷纵装终鬃忪棕妆桩屯谆踪中钟综宗庄	偬踵准仲众总粽纵冢状壮湩肿中撞综奘重准从冢种	辽遗选遴迟
遴	痳霖麟鳞林邻燐淋磷辚临琳璘	吝懔躏蔺凛赁	柠咛菱娘粱良棂娘翎聆昤粮绫灵羚梁伶龄蛉梁您狞凝玲宁拧鸰泠苓凌陵量凉铃零	领拎谅俩魉拧佞令晾酿两量另凉泞辆亮岭	辽遗选遵迟
选		铉悬漩还煖炫暄绚轩宣晅渲谖眩萱喧埙璿县旋玄	卷卷	倦卷隽捐镌眷娟圈绢身涓鹃狷	辽遗遴遵迟
迟	持弛驰池踟匙墀栘	赤炽翅褫啻尺耻蚩痴呎侈痴叱敕吃齿斥嗤魑饬笞吃	辞疵祠雌茨瓷词慈磁	赐疵此伺次雌厕刺差	辽遗选遴遵
辽	寮嘹僚缭燎聊潦寥撩疗	廖燎了暸撩料瞭	刘留泵琉遛浏流榴硫瘤牛	尿柳扭溜霤妞铆馏拗钮陆鸟六纽忸嬝袅	遗选遴遵迟
遗	姨咦饴魏卫胃蔚谊迤栘移未夷彝渭沂为宜味稣喂伪颐慰位疑怡贻谓𫍙蛇褽喂尉畏胰圯仪一痍	漪屹娓轶谊呓迤威缢逸佾惟桅劓逶疫帏苇乙懿洧揖迆鲔佚役裔弋尾椅蜴弈旖帟益痿萎腋艾曳为咿崴伊绎忆帷掖浥矣奕诿一违抑艺蚁肄刈维韦以溢已医煨噫镒毅义巍邑亿液闱易羿倚壹驿译翌异偯纬臆唯亦潍围诣议意薇危伟微偎翳猥翼衣依委			辽选遴遵迟
邺	拽晔页靥射咽夜叶谒业	也噎琊椰野爷冶耶			
醒	省	邢性兴幸馨形行刑惺幸杏星悻姓陉腥型猩硎	颈景井馑紧仅警尽觐憬谨瑾阱璟锦	竟泾信靖心粳烬馨芯精静筋缙进䜣巾茎新竞噤津莘尽觐斤经近迳昕今境欣惊锌睛矜劲襟更径觔兢晶旌京尽金晋鲸痉净仅禁荆镜菁薪浸辛寻敬衅	
锭	定订钉	叮酊仃鼎丁顶盯钉	听	廷婷蜓厅挺艇霆听汀停梃亭庭	铮锱表锟锥锰错锢锡锯录锦锜钱钢
表	表婊	镖镳彪膘标鳔杓			铮锱锟锥锰错锢锡锯录锦锜锭钱钢
锯	炬苣飓具巨疽巨倨剧距屦遽俱狙聚据惧踞瞿蛆车驹拘句足沮居拒	苣炬飓具桔巨疽巨倨剧遽屦距俱狙局掬聚据龃咀莒举惧踞瞿蛆橘跼车驹拘局句菊沮足居鞠拒矩	叙絮蓄圈须砠曲区需勗驱续嘘序岖趋胥墟去娶畜恤洫婿酗趣吁瞿恤漆戌蛆须屈绪顼訏蛐躯虚旭	蓄璩许须煦渠续嘘去墟娶恤洫劬瞿漆蛆屈须龋顼訏蛐躯虚叙絮取徐圈砠曲区需勗驱咻序趋岖胥畜婿酗趣曲吁恤戌绪衢栩旭	铮锱表锟锥锰错锢锡录锦锜锭钱钢
锰	艋蜢猛懵	甍蒙蒙檬梦盟虻孟朦萌懵蒙		焖们懑闷门扪	铮锱表锟锥错锢锡锯录锦锜锭钱钢
错	趋卒促槭厝蹴蹙趣撮镞措簇醋挫锉	粗磋嵯蹉撮搓	怵矗处畜黜啜辍歜绌绰龊触	出出锄储除杵础跦楮厨褚戳雏处橱躇楚初刍	铮锱表锟锥锰锢锡锯录锦锜锭钱钢
钱	干箝虔潜前钤黔钳	签欠阡嵌仟堑纤遣歉倩愆铅骞千谦浅迁牵搴千签谴		件剑见缣鞯毽渐囝简笕减肩建碱睑坚饯鉴鉴涧贱捡拣俭煎笺槛健僭兼舰奸歼奸谏艰柬检溅践监箭间闲尖湔荐腱剪键茧菅缄荐	铮锱表锟锥锰错锢锡锯录锦锜锭钢
钢	缸纲冈釭岗肛扛杠刚	港岗杠	糠跟慷康根	垦伉艮慷龈亘肯亢啃炕扛抗恳	铮锱表锟锥锰错锢锡锯录锦锜锭钱
锡	惜席习熄媳席袭褶檄息昔	携烯嬉膝玺洗溪细析系栖蟋羲夕蹊歙曦淅悉熹禧犀系汐行翕蜥稀戏隙希吸徙晰畦兮鳃熙厘矽喜谿𫍻牺唏晞嘻西潟系奚僖	棘戢疾击辑寂集脊及嫉藉唧急伋吉圾即楫瘠汲吃亟籍级极岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪迹基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技𪟝稽既悸跻系叽济鲫戟骥饥	铮锱表锟锥锰错锢锯录锦锜锭钱钢
录	路露鹿戮麓僇碌氯鹭陆穋禄赂	芦卤卢鲁卤掳胪𬬻橹鲈颅炉噜庐虏泸	氯怒绿滤律虑忸率	努弩铝榈吕缕褛膂女奴旅娄闾驽侣驴屡履	铮锱表锟锥锰错锢锡锯锦锜锭钱钢
铮	睁挣征正筝症狰争峥蒸怔征丁诤	政挣拯证证郑正症帧整	祯增诊贞真针桢斟缯臻珍砧憎侦榛甄曾箴	阵枕诊鸩缜怎赠朕赈疹震娠镇振	锱表锟锥锰错锢锡锯录锦锜锭钱钢
锥	追隹椎	坠缀赘惴	堆	罪最蕞醉嘴	铮锱表锟锰错锢锡锯录锦锜锭钱钢
锦	觐谨馑瑾紧仅尽	尽金烬晋矜噤津禁仅劲尽筋襟觐缙觔斤浸进近巾今	醒颈饷景井响警寝蒋憬讲𫄶阱璟享省飨桨请顷奖想抢强	青靖彊祥馨降静情倾镶浆橡陉兴幸新亲形疆惺乡呛揿氢香硎迳清欣江罄腔擎劲蜻擒更鲭型绛旌钦僵湘像鲸痉勤向荆瓖辛寻悻腥将相强鎗邢竟墙泾信枪心粳芯精秦羌刑磬噙巷沁厢琴缰酱䜣芹茎庆竞莘匠幸星经象顷抢项昕境惊锌睛详襄锵姜蔷行翔径禽兢侵檠晴樯晶京性净卿镜庠菁轻薪杏嵚戕敬衅姜姓箱猩向	铮锱表锟锥锰错锢锡锯录锜锭钱钢
锜	歧淇其琪旗齐琦耆麒棋骑祺脐畦鳍祁崎圻奇岐衹祇期祈枝	愒萋凄妻欺溪岂绮碛弃杞乞汽启柒器栖企讫谿稽漆戚亟迄凄泣起契憩戚砌七缉气	棘戢疾击辑寂集脊及嫉藉唧急伋吉圾即楫瘠汲吃亟籍级极岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪迹基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技𪟝稽既悸跻系叽济鲫戟骥饥	铮锱表锟锥锰错锢锡锯录锦锭钱钢
锟	髡琨焜坤昆昆	困捆捆困梱	共倥工蚣硿躬框筐功弓釭龚公攻宫红崆恭空劻匡肱洸胱供光	矿共辊鲧倥旷汞滚狂衮巩况孔恐框棍控拱圹犷诳廾眶空逛广贡供	铮锱表锥锰错锢锡锯录锦锜锭钱钢
锢	告顾估雇故固雇	菰凸鸪鹄罟贾鼓谷估呱毂孤股谷滑沽蛊牯蛄瞽咕辜古诂钴姑骨家	库裤酷	骷窟苦楛枯哭	铮锱表锟锥锰错锡锯录锦锜锭钱钢
锱	淄缁赀咨兹姿孳孜资辎滋咨龇玆髭吱	仔訾字恣紫滓籽渍子孳梓自	肢祇织栀枝泜蜘支氏知只只祗之脂胝芝卮汁吱	雉秩帜止蛭志芷值址执祇祉峙治制纸质志姪稚窒植咫痣智致滞致置痔摭至挚制轾踯踬直掷知识征只炙趾指职旨殖	铮表锟锥锰错锢锡锯录锦锜锭钱钢
阎	炎延研妍癌簷沿簷盐颜筵岩严言岩	艳堰焰俨谚烟雁验衍魇掩湮腌赝郾咽艳殷砚晏偃研兖眼咽奄彦烟胭沿燕鼹腌餍酽厌淹燄焉演嫣宴唁			
隧	谇碎穗邃岁燧遂祟	髓随隋绥睢虽	蜕税说睡	谁水	险随
随	隋	谇穗髓邃隧绥遂碎岁睢燧祟虽	谁	蜕税水说睡	险隧
险	显蚬癣铣鲜藓	僩纤岘馅涎限嫌苋舷暹衔啣咸籼现霰娴祆姗腺闲鲜弦闲羡咸宪献仙弦蚬陷掀县线先贤	减笕剪碱睑茧囝柬捡检简拣俭	件槛笺剑健僭见缣舰兼奸鞯毽渐歼谏奸艰溅践监箭间闲肩尖湔荐腱键建坚饯鉴鉴菅涧缄贱荐煎	随隧
雕	刁凋叼雕碉鲷貂	掉钓吊调吊	挑丢	𫖯眺挑条佻调迢蜩覜窕跳	
霎	厦煞	杀傻砂杉鲨莎裟纱煞沙	萨卅飒	洒撒	霖霓霑霏霍
霑	詹谵占毡瞻沾	崭湛站暂展战颤占盏占斩辗绽栈蘸	簪	咱錾赞偺瓒暂赞	霖霓霏霎霍
霖	痳麟鳞林邻燐淋磷辚遴临琳璘	吝懔躏蔺凛赁	柠咛菱娘粱良棂娘翎聆昤粮绫灵羚梁伶龄蛉梁您狞凝玲宁拧鸰泠苓凌陵量凉铃零	领拎谅俩魉拧佞令晾酿两量另凉泞辆亮岭	霓霑霏霎霍
霍	祸货获豁或壑惑擭获濩	伙伙活豁和火			霖霓霑霏霎
霓	妮尼泥呢倪怩	暱泥睨腻溺你拟妳旎匿逆	喱璃厘离丽犁牦骊貍篱狸梨黎罹漓蠡蜊	俪澧醴哩历雳力栗立溧娌琍粒理利厉逦俐蛎蠡俚莉鬲栗礼丽鲤砾砺唳痢莅疠坜戾历吏笠浬例钋荔𪲔李锂里隶郦里励沥	霖霑霏霎霍
霏	菲啡非妃飞扉	费菲痱斐屝肥翡沸腓诽吠怫废肺芾匪	嘿黑	黑	霖霓霑霎霍
靛	电钿奠淀殿垫店甸玷佃惦	滇巅颠点碘典癫		甜畋腼填腆舔添忝恬天田阗	静
静	竟镜径靖敬痉竞净迳劲境	茎惊颈泾景井粳睛鲸精警更荆菁憬兢经阱璟晶旌京	信烬芯罄劲缙磬沁进性兴尽庆幸晋噤亲仅禁尽觐幸浸杏衅悻揿姓近	青邢心馨芯秦情筋刑倾谨噙省陉琴䜣巾芹醒兴新亲津尽莘形觐惺斤星氢顷锦硎昕今清欣锌矜擎蜻襟擒行觔禽鲭侵瑾檠型晴钦馑金勤紧卿仅禁寝轻薪嵚浸辛寻腥请猩	靛
腼	湎沔勉腆舔忝冕娩缅偭免	甜面天恬田阗棉畋面绵填添眠	点碘典	奠甸店颠靛玷佃惦滇电钿淀殿垫巅癫	
鞘	壳俏跷撬窍翘诮峭	樵巧雀憔跷敲撬悄橇谯愀锹瞧鹊乔侨桥翘	教究较旧臼救舅咎轿窖疚就厩校叫觉醮柩	毬啾皎娇邱揪鸠灸囚蕉九秋浇饺跤球狡鲛胶仇搅韭赳蛟久教蚯姣裘骄玖纠侥焦詨龟角泅交椒求梂丘礁较勦酒郊脚缴铰酋绞矫剿秋鳅嚼	
颊	浃荚戛夹挟	嘉架假夏钾加葭稼家甲迦驾价痂贾袈夹茄豭嫁佳胛家	狎暇侠辖霞斜柙挟峡匣洽狭黠遐呷瑕	恰洽下暇卡虾吓夏厦瞎	频颈颓头颔颐
颈	憬景井阱璟警	竟惊泾靖粳睛精劲静更径兢晶旌京茎痉鲸竞净荆镜菁敬经迳境	醒馑紧仅寝尽觐谨瑾省顷请锦	青邢信心烬馨芯秦筋情倾刑缙磬噙沁进陉琴䜣芹巾兴庆新幸亲噤津尽莘形觐幸惺斤星揿氢顷近硎昕今清欣锌罄矜擎劲蜻襟擒行禽觔鲭侵檠型晴钦性尽金晋勤卿禁仅轻薪嵚杏浸辛寻衅悻姓腥猩	频颓头颊颔颐
频	濒嫔贫颦	拼品姘聘牝	枰屏瓶坪评凭萍平冯苹	娉乒	颈颓头颊颔颐
颔	憾悍旱颌銲翰撼汉捍瀚汗焊	含函和韩干汗涵蚶罕鼾喊寒酣	贩泛泛犯范饭梵泛范	繙矾番反藩蕃墦樊凡烦翻钒返幡繁帆	频颈颓头颊颐
头	投	偷透投	洮桃涛萄陶焘梼淘逃啕	刀涛斗萄焘蚪岛韬桃豆梼捣淘窦都盗祷洮滔陡枓读斗痘脰逃稻兜啕悼到讨导绦陶叨套倒掏蹈饕抖道逗	频颈颓颊颔颐
颓		蜕腿推退		对堆队碓兑	频颈头颊颔颐
颐	咦姨饴疑怡贻谊𫍙迤蛇栘移彝夷遗沂圯胰仪宜一痍	漪蚁艺屹肄轶刈谊呓迤缢以逸佾已溢劓医疫噫乙懿镒毅揖义迆邑亿液役佚易羿倚尾弋裔蜴椅壹驿弈旖译帟翌异益偯臆亦艾腋曳咿议诣意伊绎忆掖浥翳矣奕一翼抑衣依			频颈颓头颊颔
餐	参	残孱惨惭璨灿蚕	掺搀	忏禅蟾儳婵巉铲馋铲谄谗澶孱潺蝉毚单缠阐产羼	肴馄馆饯馅
馆	琯莞管	盥棺关观莞矜倌鹳灌贯惯官鳏罐冠纶	梡款	宽髋	肴馄饯馅餐
饯	件槛剑健僭见舰渐毽谏溅践监箭间闲荐腱建键鉴鉴涧贱荐	笺缣兼奸鞯渐歼奸囝艰柬检简溅减笕监间肩尖湔剪碱睑茧坚菅缄捡拣俭煎	现欠僩霰岘腺馅羡堑纤宪献歉倩限蚬苋陷县线	干签纤涎黔铣舷衔暹啣千钤籼嵌祆鲜仟咸纤仙骞虔谦牵搴贤钱前遣显嫌愆铅千箝迁签谴咸钳癣娴险阡姗闲闲弦弦蚬潜浅掀先藓	肴馄馆馅餐
馄	珲混浑魂	荤辊混昏浑婚	泓隍磺皇宏凰篁弘黉虹簧黄鸿湟韹洪蝗徨红讧闳璜煌遑惶	哄谎汞哄荒晃恍幌薨肓烘洸轰慌	肴馆饯馅餐
馅	现僩霰岘腺羡宪献限蚬苋陷县线	纤涎显嫌铣舷衔暹啣咸籼癣娴险祆姗闲闲弦鲜咸仙弦蚬掀先贤藓	件槛剑健僭见舰渐毽谏溅践监箭间闲荐腱建键饯鉴鉴涧贱荐	笺缣兼奸鞯渐歼奸囝艰柬检简溅减笕监间肩尖湔剪碱睑茧坚菅缄捡拣俭煎	肴馄馆饯餐
肴	洮淆崤谣榣瑶侥姚遥肴窑尧摇爻	邀要哟耀夭咬吆鹞杳舀腰乐窈么钥药妖拗曜	铀游邮犹猷疣游尤油鱿由	幼幽黝攸鼬诱悠宥右柚牖祐有侑莠友又酉囿佑优忧釉	馄馆饯馅餐
