#汉字	同音同调	同音异调
一	壹	漪
涩	塞瑟色圾
湿	狮失施诗虱师尸	拭提匙势室时屎使柿侍驶拾饰誓氏实食恃什示石十式史事射释适嗜硕逝是市士蚀世矢试视识始
营	荧迎蝇赢萤莹盈	影莺鹦婴英应映缨樱景颖硬鹰
灿		惨惭残餐蚕参
燥	皂躁造灶噪	蚤糟早枣遭藻凿澡
烛	术筑轴竹逐	助朱贮煮住注猪主珠柱蛛祝属铸拄蛀诸嘱驻株
爵	掘倔决觉角诀绝脚嚼
墙	强	将抢呛枪腔
狞	拧凝柠宁	泞
获	豁或货祸霍惑	活和伙火
环	还	唤缓换幻痪宦焕涣欢患
疗	聊撩缭辽寥潦燎僚嘹	了料
癌	炎颜阎延沿研盐言严	淹谚咽唁演艳焰掩奄宴雁烟验殷衍燕堰眼厌砚
荡	挡当	铛裆档党
瞳	彤同铜桐童	统筒桶痛通
瞪	凳蹬邓	等登灯
瞬	顺	吮盾
瞧	桥侨憔乔翘	巧窍峭锹跷撬壳俏鹊敲悄雀
了	燎料	撩聊疗缭辽寥潦僚嘹
矫	侥较搅狡绞饺角剿脚缴	交椒轿叫觉蕉娇胶焦窖礁教校骄浇郊嚼
磷	临淋鳞琳邻林	凛赁吝躏
礁	交椒蕉胶焦骄教娇浇郊	矫侥搅狡轿叫觉绞饺角窖剿校脚较嚼缴
穗	祟岁碎隧遂	随髓虽
窿	咙龙隆胧笼聋	拢垄
簇	错促趋卒趣醋	粗
篓	搂	露漏陋楼娄
篷	棚膨硼鹏澎蓬朋彭	捧碰烹砰
糠	慷康	抗扛炕
糜	谜弥迷靡	密咪蜜米秘觅泌
粪	愤奋分份忿	粉芬吩焚纷氛坟
糟	遭	皂蚤造灶早噪枣躁藻燥凿澡
糙	操	草槽曹
缩	梭唆肃宿粟塑诉素速嗦溯	锁琐所酥索俗苏
绩	激叽稽居唧机几迹基饥箕奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
缕	侣履屡旅娄铝吕	氯滤律绿虑驴率
绷	崩	蹦
缝	奉凤逢讽冯	丰疯峰风封枫锋蜂
总		宗棕从纵踪综
纵	棕从综宗踪	总
繁	樊烦帆凡矾	返范犯泛番饭翻反贩
纤	嵌千迁欠牵签铅谦歉	浅干潜黔谴前钱钳遣
翼	腋邑逸艺肄掖亦意抑义溢疫异役易忆衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
声	生牲升胜笙甥	乘绳剩圣盛省
聪	葱从囱匆	丛
联	帘怜连镰莲廉	恋练脸敛炼链
耸		宋诵颂送讼松
臂	庇毙背毕贝辈弊焙币惫狈鄙避必备泌辟壁倍璧被闭比蔽碧	逼卑彼鼻匕悲杯笔北碑
臀	囤屯	吞褪
脓	农浓	弄
胆		诞弹单石氮旦耽担蛋丹但淡
脸		帘恋怜连练敛炼镰莲联链廉
临	淋鳞琳邻林磷	凛赁吝躏
举	矩沮	聚蛆居车具俱炬句锯局据菊拘鞠巨剧距橘拒驹惧足
艰	坚兼尖溅歼煎渐间监肩奸	践建鉴健涧拣捡键检碱贱箭柬简剪荐茧俭舰减见件剑
薪	欣新辛锌芯	衅信寻
薄	泊渤搏勃伯卜簸脖膊舶白柏博雹播驳荸	爆宝剥堡饱跛报豹暴刨包苞玻保拨般褒抱菠胞
蕾	垒累儡	勒泪擂雷类
薯	暑黍鼠属数蜀署	术曙束书庶恕漱舒熟树梳叔述赎抒疏殊枢输淑竖蔬墅
薛	靴	削雪学穴血
薇	为维围违唯危微巍桅	委卫位喂胃未味威偎慰谓苇畏伪尉遗萎纬蔚伟尾魏
亏	盔窥	傀葵魁愧溃
蟀	硕帅烁数率勺	说摔甩衰
蟆	吗么麻	码玛马蚂妈骂
螺	箩萝锣骡罗逻	烙裸洛落酪络骆
蟋	悉膝熙厘畦栖吸携晰析行西牺犀稀嬉希溪	徙习戏息系袭细隙媳喜惜洗昔熄席锡夕
谜	弥迷靡糜	密咪蜜米秘觅泌
谤	傍蚌旁磅棒	梆膀帮榜邦绑
谦	嵌千迁牵纤签铅	干浅潜欠黔谴前钱钳遣歉
讲	蒋桨奖	将姜浆酱江僵强匠疆缰降
谎	幌恍晃	黄荒皇慌煌凰惶蝗
谣	侥摇淆遥肴窑姚	么耀夭哟舀腰药乐咬吆要拗钥邀妖
谢	骇屉屑蟹卸契泻楔解懈械	鞋写挟协些携谐歇斜邪血胁
誊	疼腾
豁	华或获货划桦祸滑猾霍惑哗	化和花伙画火活话
赚	传撰钻转	专砖
赛	塞	腮
购	够构垢	苟勾沟钩狗句
趋	曲圈屈蛆错促躯卒岖驱趣区醋簇	漆粗去取娶渠
蹋	踏塌	塔
蹈	道悼到稻盗倒导	叨刀岛祷捣
辖	狭匣洽挟暇峡侠霞斜	虾厦瞎下吓夏
辕	猿源原援园缘元袁员圆	远宛渊愿怨冤鸳院
舆	逾予愉于渔娱鱼榆隅愚	屿愈浴淤狱与豫遇羽语谷喻域裕雨玉尉育誉寓欲御迂郁预吁芋宇
避	庇毙臂毕弊币必辟泌壁碧璧闭比蔽鄙	逼彼鼻匕笔
还	环漩玄悬旋孩	喧缓唤骇害咳宣选炫换幻轩痪宦焕涣欢亥海患
迈	脉卖麦	埋买
邀	么夭哟腰吆要妖	侥摇耀药淆舀遥肴谣乐咬钥拗窑姚
酝	晕孕运蕴韵员	陨允云耘匀
丑		臭稠绸畴筹愁仇抽酬
镀	肚渡杜度妒	牍堵督毒都读睹独赌
锚	矛毛茅	贸冒猫貌帽茂
键	践建溅鉴渐健荐监件涧舰间贱剑见箭	坚柬拣捡茧兼简尖检剪俭艰碱减煎歼肩奸
锅	郭	过果国裹
锤	捶垂椎	吹炊
锹	跷敲撬	巧桥侨峭瞧憔壳乔俏悄窍翘鹊雀
锻	段缎断	短端
阔	扩括廓
板	版	拌扮半伴班扳搬颁绊办瓣般斑
隐	印瘾引听饮蚓	吟淫银因殷茵姻音阴
隶	立吏砾雳丽痢沥粒励厉力荔历莉例俐利栗	李离礼犁厘理哩黎篱狸梨漓璃里鲤
虽		随祟穗岁遂隧髓碎
霜	双	爽
霞	狭匣洽挟暇峡侠斜辖	虾厦瞎下吓夏
鞠	局橘菊	聚蛆沮居车具俱炬举锯句据拘巨剧距拒驹惧矩足
韩	寒函涵汗含	罕旱悍喊和翰撼憾捍焊汉酣
颗	磕苛科蝌棵刻	咳坷客课壳渴可克
骏	竣俊峻菌	窘君钧均龟军
鲜	仙显掀险先纤铣癣	嫌馅衔现弦陷腺线限涎舷献闲贤宪县咸
鸿	洪宏红虹	汞轰哄烘
鸽	搁戈割胳哥疙歌	阁合格革隔葛蛤各个
点	碘典	店垫殿甸玷佃淀奠颠电惦
斋	齐摘	窄宅债祭责寨
丛	从	聪葱囱匆
向	像橡相项乡巷象	想祥箱镶厢详享响湘翔香降
垒	蕾累儡	勒泪擂雷类
婶	审沈	甚呻神慎信肾申绅渗深参身伸
戳		绰
扩	括阔廓
掷	植值殖执职直质	址治致制脂窒只氏征织帜稚蜘之志智挚枝肢止纸趾至支秩吱置汁芝知滞指识旨
扰		绕饶
撵	碾捻	年念
摆	百	白拜败
断	锻段缎	短端
朦	萌盟檬蒙	梦锰猛孟
檬	朦盟萌蒙	梦锰猛孟
柜	桂贵跪	傀归规鬼瑰诡龟闺轨
柠	拧凝狞宁	泞
台	苔抬	胎泰太汰态
归	傀规瑰龟闺	跪鬼诡桂柜贵轨
泻	骇屉谢屑蟹卸契楔解懈械	鞋写挟协些携谐歇斜邪血胁
沈	审婶	甚呻神慎信肾申绅渗深参身伸
滤	氯律绿虑率	侣履屡旅娄驴缕铝吕
溅	践尖建鉴歼健渐荐监坚涧件键兼艰舰奸煎间贱剑肩见箭	柬拣捡茧检简俭剪碱减
瀑	暴铺	脯菩仆葡朴浦谱蒲圃普扑
猎	列劣烈裂	咧
璧	庇毙臂毕弊币必避辟泌壁碧闭比蔽鄙	逼彼鼻匕笔
瞻	沾毡占	栈暂盏战站蘸崭绽颤斩展
础	储楚处	矗锄畜初触橱除厨雏出
礼	李理哩里鲤	立吏犁厘黎狸梨砾雳丽痢璃隶沥离粒励厉力荔历莉篱漓例俐利栗
秽	诲惠讳贿汇绘晦慧溃会	恢虫茴堕回挥辉毁徽悔灰蛔
窜	篡
窍	峭跷撬壳翘俏	巧桥侨锹瞧憔乔鹊敲悄雀
箫	嚣哮削宵硝销萧消	孝晓肖校小笑酵效学啸
简	柬拣捡茧检俭剪减碱	践尖建鉴歼健监涧键兼贱肩箭溅渐荐坚艰舰煎间件剑见奸
粮	凉量良梁粱	两俩谅晾亮辆
织	只氏芝枝肢知蜘支之吱脂汁	址植治致制直窒掷征帜执稚志智挚值止纸趾职至秩置滞殖指识旨质
绕		饶扰
缭	聊撩疗辽寥潦燎僚嘹	了料
绣	锈臭宿袖嗅秀	朽休修羞
坛	弹檀痰昙谈谭潭	贪瘫毯碳叹炭探滩袒坦摊
翘	窍桥侨峭跷瞧撬憔壳乔俏	巧锹鹊敲悄雀
翻	番帆	樊反返范犯烦繁饭凡泛矾贩
职	植值殖执直质掷	址治致制脂窒只氏征织帜稚蜘之志智挚枝肢止纸趾至支秩吱置汁芝知滞指识旨
聂	镊孽	捏
脐	只鳍枝旗棋畦奇齐其崎祈歧骑期	泣迄戚稽漆妻七气砌契凄企启栖欺柒起器乞弃汽溪岂
旧	就舅臼救疚究	九酒久揪鸠韭灸纠玖
藏	脏葬	仓苍赃舱沧
萨	飒	撒洒
蓝	拦澜篮栏兰	览懒榄缆烂揽滥
藐	秒渺	庙描妙瞄苗
借	辑即籍吃棘脊唧急戒嫉芥击级寂集及届圾界介解诫吉极疾	纪妓杰竭稽给截荠叽皆劫记洁几姐迹接既鲫基饥箕阶继奇济挤积寄畸冀骑讥节际绩激居街祭机结季剂系计揭技忌肌其捷己姊鸡期
荠	际纪妓祭季记剂系既计鲫继技济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
荐	践建溅鉴渐健监件涧键舰间贱剑见箭	坚柬拣捡茧兼简尖检剪俭艰碱减煎歼肩奸
蝉	单馋缠	搀产阐铲掺
虫	崇重	宠充冲
复	附妇赴傅赋富咐父腹负副付	辐浮缚符麸伏拂脯福斧俘袱甫夫敷芙蝠肤抚俯府辅幅服孵扶腐
谨	尽仅锦紧	津进金斤劲巾禁浸近今筋晋襟
丰	疯峰风封枫锋讽蜂	奉凤缝逢冯
赘	坠缀	锥椎追
蹦		绷崩
踪	综棕纵宗	从总
躯	曲圈屈蛆趋岖驱区	漆去取娶趣渠
转	传撰赚	专砖
辙	撤澈摘彻哲折	扯宅遮车浙这着蔗者
医	揖衣伊一依壹漪	夷疑艺肄意抑仪疫异忆翼益奕液毅屹艾已议以倚谊腋邑逸掖椅乙亦义溢遗移役易姨胰宜尾亿译绎蛇蚁矣
酱	匠将强降	桨姜浆江蒋僵疆讲缰奖
厘	悉膝熙犁畦栖黎吸狸梨携丽晰璃析行离西篱牺漓犀稀溪希嬉蟋	李理习惜隶沥锡徙礼戏励媳历莉隙喜立吏息洗砾雳痢熄席夕系粒袭厉哩力荔昔例俐利里鲤栗细
锁	索琐所	缩唆嗦梭
镇	阵震振枕	诊疹侦珍斟榛针贞真
镐	浩号耗好	鹤壕毫嚎蒿豪
锤	捶垂椎	吹炊
闯	抢创	窗幢囱床疮撞
离	犁厘黎篱狸梨漓丽璃	李理隶沥礼励历莉吏立砾雳痢粒厉哩力荔例俐利里鲤栗
杂	砸咱
双	霜	爽
雏	锄储橱除厨	矗畜初触楚处础出
鸡	激绩叽稽居唧机几迹基饥箕奇肌其积畸期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
秋	蚯丘龟	求仇球囚
鞭	边编蝙	辫便辨辩遍变扁匾贬
额	俄鹅蛾讹	噩阿愕饿遏哑鳄恶扼
颜	炎阎延沿研癌盐言严	淹谚咽唁演艳焰掩奄宴雁烟验殷衍燕堰眼厌砚
题	提蹄啼堤	剔屉体涕梯惕剃替踢
馏	溜陆六	刘铆流榴硫留瘤柳泵琉
骑	纪妓畦荠脐记只既鳍鲫继奇济寄祈冀际枝旗祭季歧剂系计棋技忌齐其崎期	泣迄戚叽稽籍漆给即吃棘脊唧借急几妻嫉七迹基级气寂集饥箕及砌契挤积凄企畸吉讥激绩启辑居栖机欺柒起击器乞弃圾汽肌溪己岂鸡极疾
松		宋诵颂送讼耸
魏	为卫谓位尉喂伪胃未味遗慰蔚畏	委伟尾薇苇违维围威偎萎纬唯危微巍桅
鲤	李礼理哩里	立吏犁厘黎狸梨砾雳丽痢璃隶沥离粒励厉力荔历莉篱漓例俐利栗
鲫	际纪妓荠祭季记剂系既计继技济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
鹃	圈捐身	倦眷卷绢
鹅	额讹蛾俄	噩阿愕饿遏哑鳄恶扼
冬	东	冻栋董动懂洞
咽	谚淹焰艳宴雁沿验研燕堰砚厌唁	严炎演颜奄延烟阎殷衍癌盐言眼掩
坏		怀淮徊槐
垄	拢	咙龙隆胧窿笼聋
宠		虫充重崇冲
庞	膀螃旁	胖乓磅
庐	芦炉卢颅	露录鹿氯卤陆路鲁虏赂碌
惩	呈成城程诚承乘盛橙澄	称秤撑逞
怀	淮徊槐	坏
懒	榄览缆揽	拦蓝澜篮烂栏兰滥
攀	潘	胖叛判般盘畔盼
拢	垄	咙龙隆胧窿笼聋
旷	框眶矿况	筐狂
橱	锄储除厨雏	矗畜初触楚处础出
沥	立吏砾雳丽痢隶粒励厉力荔历莉例俐利栗	李离礼犁厘理哩黎篱狸梨漓璃里鲤
濒	缤彬贫宾频滨	鬓拼品聘
爆	暴刨豹抱报	褒堡饱包薄雹苞保宝胞
烁	蟀硕帅数率勺	说
牍	毒独读	肚渡堵督杜都睹度镀妒赌
兽	售瘦授受寿	收首守手熟
琼	穷
瓣	拌扮半伴绊办	班板扳搬颁版般斑
畴	稠绸筹愁仇酬	臭抽丑
疆	将浆姜江僵缰	桨酱蒋强匠讲奖降
瘪		别鳖
蒙	萌盟朦檬	梦锰猛孟
碍	隘爱艾	哀蔼挨哎埃矮唉
祷	导倒岛捣	道叨悼到稻盗刀蹈
获	豁或货祸霍惑	活和伙火
稳	吻	免紊问瘟蚊文闻纹温
帘	怜连镰莲联廉	恋练脸敛炼链
簿	埠步怖部布不	捕补哺卜
簸	跛薄播	泊渤搏勃剥伯菠卜拨荸般脖膊舶柏白博驳玻
签	嵌千迁牵纤谦铅	干浅潜欠黔谴前钱钳遣歉
系	纪际妓荠祭记季剂夕既计鲫戏继济技隙忌寄冀骑细	悉熙叽厘稽籍习给畦即吃棘惜脊唧借急几嫉锡迹徙基级寂集饥箕及奇媳西喜牺积挤希畸吉讥膝激绩辑居息栖吸洗携机晰熄析席击行袭圾昔肌其犀稀溪嬉蟋己鸡期极疾
茧	柬拣捡检简俭剪减碱	践尖建鉴歼健监涧键兼贱肩箭溅渐荐坚艰舰煎间件剑见奸
绎	腋邑逸艺肄掖亦意抑义溢疫异役易忆翼衣益亿奕液毅译屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
绳		生牲乘升剩圣胜笙甥盛省声
绘	诲惠讳贿汇晦慧会溃秽	恢虫茴堕回挥辉毁徽悔灰蛔
罗	箩萝锣骡螺逻	烙裸洛落酪络骆
缴	侥较搅狡矫绞饺角剿脚	交椒轿叫觉蕉娇胶焦窖礁教校骄浇郊嚼
羹	更耕	耿梗埂
腊	辣落蜡	拉喇啦
艺	腋邑逸肄掖亦意抑义溢疫异役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
藕	偶呕	欧区殴鸥
药	悦越阅耀岳拗粤跃说乐要钥月	侥摇么哟夭淆腰遥舀肴谣咬吆约邀窑姚妖
蚁	尾椅乙矣已以倚	夷疑医艺肄意抑仪伊疫异漪忆翼衣益奕液毅屹艾一依议谊腋邑逸掖亦义溢遗移役易姨胰宜揖亿译绎蛇壹
蝇	荧营迎赢萤莹盈	影莺鹦婴英应映缨樱景颖硬鹰
蟹	骇屉谢屑卸契泻楔解懈械	鞋写挟协些携谐歇斜邪血胁
裆	铛当	档挡荡党
襟	津金斤巾禁浸今筋	进尽锦紧劲仅谨近晋
袄		澳懊傲拗熬奥凹
谱	圃普浦	菩瀑仆扑葡朴铺暴蒲脯
识	拭势室治致使柿侍制饰窒誓氏恃示帜式稚事志释适嗜智挚逝是市士至秩世置试视知滞质	址植提匙施时屎驶拾直脂掷狮只实征诗什食织石执十史蜘之射尸失肢枝硕值止纸趾职虱蚀支吱矢汁芝殖指旨始师湿
证	政正郑症挣	丁征整睁拯狰筝怔蒸争
谭	弹檀痰坛昙谈潭	贪瘫毯碳叹炭探滩袒坦摊
讥	激绩叽稽居唧机几迹基饥箕奇肌其积畸鸡期	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
赠		憎增曾
赞	暂	咱
蹲	墩敦	囤吨盹盾顿钝
蹬	瞪凳邓	等登灯
跷	窍锹峭撬壳翘俏敲	巧桥侨瞧憔乔鹊悄雀
轿	觉叫窖教校较	椒角胶娇脚嚼矫侥狡绞蕉焦郊搅交饺剿礁骄浇缴
辞	瓷词雌祠慈磁	厕刺此伺差赐次
边	鞭编蝙	辫便辨辩遍变扁匾贬
镜	径境竞静净劲敬靖竟	颈兢惊鲸经精睛阱荆茎井警京更景晶
铲	产阐	馋单蝉搀缠掺
链	敛恋炼练	帘怜连脸镰莲联廉
关	官观棺冠	馆管惯贯罐灌
难	南男
雾	勿务晤误物坞悟恶	无于伍巫诬午乌吴舞梧武五呜污芜亡屋蜈捂侮鹉
靡	弥米迷谜糜	密咪蜜秘觅泌
韵	晕酝孕运蕴员	陨允云耘匀
类	累泪擂	垒儡勒蕾雷
愿	怨院远	猿源宛原援园元冤鸳圆辕渊缘袁员
颠		碘店垫殿甸玷佃淀点奠电典惦
馒	漫瞒蛮	满曼幔慢蔓
骗	片遍	偏便篇翩扁
胡	壶狐糊葫蝴弧湖	许呼沪互戏唬户乎护虎忽
鲸	经兢惊精睛荆茎京更晶	颈径境竞静阱景净井劲靖警敬竟镜
鹉	武舞伍捂侮午五	无于务雾巫诬乌吴勿梧呜污芜悟亡屋恶蜈晤误物坞
鹊	巧壳怯确悄雀却	窍桥侨峭锹跷瞧撬憔乔翘俏缺敲瘸
鹏	棚膨硼篷澎蓬朋彭	捧碰烹砰
丽	立吏犁厘黎狸梨砾雳痢璃隶沥离粒励厉力荔历莉篱漓例俐利栗	李礼理哩里鲤
劝	券	圈泉卷拳权痊犬全
咙	龙隆胧窿笼聋	拢垄
嚷	攘壤	让瓤
严	炎颜阎延沿研癌盐言	淹谚咽唁演艳焰掩奄宴雁烟验殷衍燕堰眼厌砚
嚼	掘倔决觉角绝诀爵脚	轿叫窖椒胶娇较矫侥狡绞蕉焦教校郊搅交饺剿礁骄浇缴
壤	攘嚷	让瓤
孽	聂镊	捏
宝	堡饱保	爆包刨暴薄雹苞豹褒抱报胞
悬	漩玄旋县	喧选炫轩宣
攘	瓤壤嚷	让
拦	蓝澜篮栏兰	览懒榄缆烂揽滥
搀	掺	馋单蝉阐产铲缠
胧	咙龙隆窿笼聋	拢垄
澜	拦蓝篮栏兰	览懒榄缆烂揽滥
弥	谜迷靡糜	密咪蜜米秘觅泌
炉	芦卢庐颅	露录鹿氯卤陆路鲁虏赂碌
献	现馅陷腺线限县宪	仙嫌显衔闲弦险掀先纤涎舷癣鲜铣贤咸
痒	养氧仰	阳羊鸯杨样扬秧殃央洋漾
症	丁正征筝怔狰睁挣蒸争	政整郑证拯
矿	共汞拱框巩旷眶况	宫红弓筐攻公工狂蚣躬贡恭功供
矾	樊繁烦帆凡	返范犯泛番饭翻反贩
砾	立吏雳丽痢隶沥粒励厉力荔历莉例俐利栗	李离礼犁厘理哩黎篱狸梨漓璃里鲤
竞	径境静净劲敬靖竟镜	颈兢惊鲸经精睛阱荆茎井警京更景晶
筹	稠绸畴愁仇酬	臭抽丑
篮	拦蓝澜栏兰	览懒榄缆烂揽滥
籍	辑即吃棘脊唧借急嫉击级寂集及圾吉极疾	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
糯	懦诺	挪娜
辫	辨便辩遍变	蝙扁匾边鞭编贬
缤	宾滨彬濒	鬓
继	际纪妓荠祭季记剂系既计鲫技济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
耀	悦越阅岳药拗粤跃说乐要钥月	侥摇么哟夭淆腰遥舀肴谣咬吆约邀窑姚妖
舰	践建溅鉴渐健荐监件涧键间贱剑见箭	坚柬拣捡茧兼简尖检剪俭艰碱减煎歼肩奸
藻	澡蚤早枣	皂躁造糟灶噪遭燥凿
蔼	矮	哀碍爱哎埃艾隘挨唉
蘑	磨膜摩魔摹模	默漠么墨脉末沫莫寞陌抹摸茉没
芦	颅炉卢庐	露录鹿氯卤陆路鲁虏赂碌
苹	萍平评屏坪冯瓶凭	乒
苏	酥	缩俗肃宿粟塑诉素速溯
蕴	晕酝孕运韵员	陨允云耘匀
蠕	如儒软	女入辱褥乳
觉	掘轿决倔叫角窖绝诀教校脚爵较嚼	矫侥搅狡椒交绞蕉饺娇胶焦剿礁骄浇郊缴
触	矗畜处	锄储初楚橱除础厨雏出
议	腋邑逸艺肄掖亦意抑义溢疫异役易忆翼衣益亿奕液毅译绎屹艾一谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
譬	僻屁辟	否匹脾霹啤批坏被罢疲皮劈披
警	颈井景阱	兢惊径境竞荆茎靖京竟镜鲸经精睛静净劲敬更晶
译	腋邑逸艺肄掖亦意抑义溢疫异役易忆翼衣益亿奕液毅绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
赢	荧营迎蝇萤莹盈	影莺鹦婴英应映缨樱景颖硬鹰
赡	善单扇擅膳	闪衫山陕杉删珊
躁	皂造灶噪燥	蚤糟早枣遭藻凿澡
释	拭势逝室是使柿侍市士世饰适誓试氏视恃示式识事嗜	提匙施时屎驶拾狮实诗食什石十史射尸失硕虱蚀矢始师湿
钟	中忠盅衷终	种肿众重仲
锈	臭宿袖嗅秀绣	朽休修羞
阐	铲产	馋单蝉搀缠掺
飘	漂	票瓢
饶		绕扰
饥	激绩叽稽居唧机几迹基箕奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
腾	誊疼
骚	艘搔	嫂扫
咸	嫌衔弦涎舷闲贤	仙现馅显掀险陷先腺纤线限铣癣鲜献县宪
面		免冕棉眠娩绵勉缅
党	档挡	铛裆荡当
出	初	矗储锄畜触楚橱除处础厨雏
龄	凌灵菱玲伶蛉铃陵翎零	岭另领令
嚣	哮削宵硝箫销萧消	孝晓肖校小笑酵效学啸
属	暑贮嘱主煮黍鼠薯数蜀署拄	朱住猪筑术珠曙轴束书助蛛柱铸庶恕漱舒熟逐树梳叔述诸赎株抒疏注殊枢祝输淑竖竹烛蛀蔬墅驻
巍	为薇维围违唯危微桅	委卫位喂胃未味威偎慰谓苇畏伪尉遗萎纬蔚伟尾魏
惧	聚巨剧距具拒俱炬句锯据足	拘鞠蛆沮居车橘驹矩举局菊
摄	社射舍叶拾涉赦设	甚舌什奢蛇赊
携	悉膝熙鞋厘畦栖挟吸谐晰斜邪析胁行协西牺犀稀嬉希溪蟋	屉习惜歇锡徙戏写媳隙喜卸些契解骇屑息蟹洗楔懈械熄席系夕谢袭昔泻血细
樱	莺婴鹦英应缨鹰	荧影营迎莹蝇映赢萤景颖硬盈
栏	拦蓝澜篮兰	览懒榄缆烂揽滥
歼	坚兼尖艰溅煎渐间监肩奸	践建鉴健涧拣捡键检碱贱箭柬简剪荐茧俭舰减见件剑
灌	观惯冠贯罐	馆管官棺关
烂	缆滥	拦览蓝懒澜榄篮揽栏兰
牺	悉膝熙厘畦栖吸携晰析行西犀稀嬉希溪蟋	徙习戏息系袭细隙媳喜惜洗昔熄席锡夕
癞	赖	莱来
缠	单蝉馋	搀产阐铲掺
续	叙畜绪恤酗序絮旭婿蓄	许徐需虚须吁
兰	拦蓝澜篮栏	览懒榄缆烂揽滥
蠢		醇唇春淳纯
蜡	辣落腊	拉喇啦
袜		瓦洼蛙娃挖
览	懒榄缆揽	拦蓝澜篮烂栏兰滥
谴	浅遣	千前钱钳歉干嵌迁欠潜牵纤黔签铅谦
护	户沪互	壶许呼狐戏唬乎胡葫虎忽糊蝴弧湖
誉	域裕玉愈尉育浴寓欲芋御狱郁与豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
赃	脏	藏葬
跃	悦越阅耀岳药粤说乐钥月	约
轰	烘哄	虹宏汞鸿洪红
辩	辫辨便变遍	蝙扁匾边鞭编贬
镰	帘怜连莲联廉	恋练脸敛炼链
铁	帖	贴
铛	裆当	档挡荡党
霸	爸伯罢耙坝	八靶巴跋扒捌把笆芭拔疤吧叭
霹	匹批坏被劈披	屁否脾罢啤疲譬皮僻辟
露	录漏鹿陋氯陆路赂碌	卢楼娄卤炉搂芦颅鲁庐虏篓
响	享想	像祥向箱镶巷详湘象降橡相项乡厢翔香
顾	估雇告故固	孤沽辜股凸古家咕鼓姑滑贾骨谷
驱	曲圈屈蛆趋躯岖区	漆去取娶趣渠
骡	箩萝锣螺罗逻	烙裸洛落酪络骆
魔	磨蘑膜摩摹模	默漠么墨脉末沫莫寞陌抹摸茉没
鳍	只枝旗棋畦奇齐其崎脐祈歧骑期	泣迄戚稽漆妻七气砌契凄企启栖欺柒起器乞弃汽溪岂
莺	婴鹦英应缨樱鹰	荧影营迎莹蝇映赢萤景颖硬盈
鹤	壕号和荷喝吓嚎毫贺赫豪	合浩镐盖耗何核河禾好呵盒蒿褐
峦		卵乱
弯	豌湾	玩顽万腕碗宛娩丸完惋婉晚挽
摊	贪瘫探滩	弹檀毯痰坛碳叹昙炭谈袒谭坦潭
权	泉卷拳犬痊全	劝圈券
欢		唤缓环换幻痪宦焕涣还患
洒	撒	萨飒
滩	贪瘫探摊	弹檀毯痰坛碳叹昙炭谈袒谭坦潭
瓤	攘	让壤嚷
叠	碟谍跌蝶	爹
瘾	隐引听饮蚓	印吟淫银因殷茵音姻阴
癣	险显铣鲜	仙嫌馅衔弦先腺线涎舷闲贤县咸现掀陷纤限献宪
